Item Code,Date,Quantity,Cost,Category,Type,Material,GDP,CPI
IR615LG,2015-04,1,350,Home Decor,,Wood,30901.48,256
IR615LG,2015-10,1,350,Home Decor,,Wood,32025.23,269
IR615LG,2015-10,1,350,Home Decor,,Wood,32025.23,269
IR615LG,2017-05,2,700,Home Decor,,Wood,37034.64,278
IR615LG,2017-12,1,350,Home Decor,,Wood,39508.25,286
IR615LG,2017-07,1,350,Home Decor,,Wood,38942.17,285
IR615LG,2015-10,1,350,Home Decor,,Wood,32025.23,269
IR615LG,2017-07,1,350,Home Decor,,Wood,38942.17,285
IR615LG,2015-10,2,700,Home Decor,,Wood,32025.23,269
IR615LG,2015-08,1,350,Home Decor,,Wood,32029.62,264
IR615LG,2015-07,2,700,Home Decor,,Wood,32029.62,263
IR615LG,2015-07,1,350,Home Decor,,Wood,32029.62,263
IR615LG,2015-03,1,350,Home Decor,,Wood,30710.14,254
IR615LG,2017-06,3,1050,Home Decor,,Wood,37034.64,280
IR615LG,2015-11,1,350,Home Decor,,Wood,32025.23,270
IR615LG,2015-11,1,350,Home Decor,,Wood,32025.23,270
IR615LG,2017-04,2,700,Home Decor,,Wood,37034.64,277
IR615LG,2015-06,1,332.5,Home Decor,,Wood,30901.48,261
IR615LG,2016-08,1,350,Home Decor,,Wood,35178.57,278
IR615LG,2016-08,1,350,Home Decor,,Wood,35178.57,278
IR615LG,2016-04,6,2100,Home Decor,,Wood,33911.15,271
IR615LG,2017-07,2,665,Home Decor,,Wood,38942.17,285
IR615LG,2017-07,2,666.68,Home Decor,,Wood,38942.17,285
IR615LG,2017-12,1,350,Home Decor,,Wood,39508.25,286
IR615LG,2017-12,1,350,Home Decor,,Wood,39508.25,286
IR615LG,2016-11,1,350,Home Decor,,Wood,35688.54,277
IR615LG,2016-10,1,350,Home Decor,,Wood,35688.54,278
IR615LG,2016-06,4,1400,Home Decor,,Wood,33911.15,277
IR615LG,2017-10,2,700,Home Decor,,Wood,39508.25,287
IR615LG,2016-02,1,350,Home Decor,,Wood,33637.66,267
IR615LG,2017-07,1,333.34,Home Decor,,Wood,38942.17,285
IR615LG,2016-05,1,350,Home Decor,,Wood,33911.15,275
IR615LG,2017-10,1,350,Home Decor,,Wood,39508.25,287
IR615LG,2017-01,2,700,Home Decor,,Wood,36338.66,274
IR615LG,2016-03,1,350,Home Decor,,Wood,33637.66,268
IR615LG,2015-06,1,350,Home Decor,,Wood,30901.48,261
IR615LG,2015-01,2,700,Home Decor,,Wood,30710.14,254
IR615LG,2016-07,1,332.5,Home Decor,,Wood,35178.57,280
IR615LG,2017-04,3,1050,Home Decor,,Wood,37034.64,277
IR615LG,2015-01,1,350,Home Decor,,Wood,30710.14,254
IR615LG,2017-07,2,571.44,Home Decor,,Wood,38942.17,285
IR615LG,2016-04,2,700,Home Decor,,Wood,33911.15,271
IR615LG,2016-07,1,350,Home Decor,,Wood,35178.57,280
IR615LG,2017-07,1,333.34,Home Decor,,Wood,38942.17,285
IR615LG,2016-07,1,350,Home Decor,,Wood,35178.57,280
IR615LG,2016-08,1,350,Home Decor,,Wood,35178.57,278
IR615LG,2017-03,2,700,Home Decor,,Wood,36338.66,275
IR615LG,2017-12,1,350,Home Decor,,Wood,39508.25,286
IR951AC,2017-01,1,90,Home Decor,,Wood,36338.66,274
IR951AC,2017-04,1,44.05,Home Decor,,Wood,37034.64,277
IR951AC,2015-06,2,79.2,Home Decor,,Wood,30901.48,261
IR951AC,2017-01,1,44.05,Home Decor,,Wood,36338.66,274
IR951AC,2015-07,1,44.45,Home Decor,,Wood,32029.62,263
IR951AC,2015-01,1,44.44,Home Decor,,Wood,30710.14,254
IR951AC,2016-05,1,50,Home Decor,,Wood,33911.15,275
IR951AC,2016-01,2,100,Home Decor,,Wood,33637.66,269
IR951AC,2016-12,1,50,Home Decor,,Wood,35688.54,275
IR951AC,2016-10,2,100,Home Decor,,Wood,35688.54,278
IR951AC,2017-07,1,76.28,Home Decor,,Wood,38942.17,285
IR951AC,2015-06,1,44,Home Decor,,Wood,30901.48,261
IR951AC,2017-08,1,50,Home Decor,,Wood,38942.17,285
IR951AC,2017-03,1,90,Home Decor,,Wood,36338.66,275
IR951AC,2017-08,2,100,Home Decor,,Wood,38942.17,285
IR951LA,2017-03,1,44.06,Home Decor,,Wood,36338.66,275
IR951LA,2015-11,2,90,Home Decor,,Wood,32025.23,270
IR951LA,2015-04,1,45,Home Decor,,Wood,30901.48,256
IR951LA,2015-07,3,135,Home Decor,,Wood,32029.62,263
IR951LA,2017-07,4,169.52,Home Decor,,Wood,38942.17,285
IR951LA,2017-02,5,250,Home Decor,,Wood,36338.66,274
IR951LA,2017-10,4,200,Home Decor,,Wood,39508.25,287
IR951LA,2017-05,2,100,Home Decor,,Wood,37034.64,278
IR951LA,2017-10,2,100,Home Decor,,Wood,39508.25,287
IR951LA,2017-10,4,200,Home Decor,,Wood,39508.25,287
IR951LA,2017-11,2,100,Home Decor,,Wood,39508.25,288
IR951LA,2015-09,1,50,Home Decor,,Wood,32029.62,266
IR951LA,2015-08,12,600,Home Decor,,Wood,32029.62,264
IR951LA,2017-01,1,50,Home Decor,,Wood,36338.66,274
IR951LA,2017-12,1,50,Home Decor,,Wood,39508.25,286
IR951LA,2017-11,4,200,Home Decor,,Wood,39508.25,288
IR951LA,2015-01,2,100,Home Decor,,Wood,30710.14,254
IR951LA,2017-12,1,50,Home Decor,,Wood,39508.25,286
IR951LA,2015-04,1,44.44,Home Decor,,Wood,30901.48,256
IR951LA,2016-12,1,50,Home Decor,,Wood,35688.54,275
IR951LA,2017-04,1,50,Home Decor,,Wood,37034.64,277
IR951LA,2017-12,3,150,Home Decor,,Wood,39508.25,286
IR951LA,2016-01,4,200,Home Decor,,Wood,33637.66,269
IR951LA,2016-10,12,528.72,Home Decor,,Wood,35688.54,278
IR951YL,2017-08,1,50,Home Decor,,Wood,38942.17,285
IR951YL,2017-02,3,132.18,Home Decor,,Wood,36338.66,274
IRAC8001GB,2015-11,1,238,Home Decor,,Wood,32025.23,270
IRAC8001GB,2015-11,1,250,Home Decor,,Wood,32025.23,270
IRAC8001GB,2015-06,2,500,Home Decor,,Wood,30901.48,261
IRAC8001GB,2016-10,1,226.1,Home Decor,,Wood,35688.54,278
IRAC8001GB,2015-12,3,714,Home Decor,,Wood,32025.23,269
IRAC8001GB,2015-08,1,238,Home Decor,,Wood,32029.62,264
IRAC8001GB,2015-06,1,238,Home Decor,,Wood,30901.48,261
IRAC8001GB,2015-12,3,714,Home Decor,,Wood,32025.23,269
IRAC8001GB,2015-11,1,238.6,Home Decor,,Wood,32025.23,270
IRAC8001GB,2017-04,2,500,Home Decor,,Wood,37034.64,277
IRFV0291TL,2015-02,2,114.3,Home Decor,,Wood,30710.14,253
IRFV0291TL,2016-06,5,266.7,Home Decor,,Wood,33911.15,277
IRFV0291TL,2015-10,2,120,Home Decor,,Wood,32025.23,269
IRFV0291TL,2015-01,1,53,Home Decor,,Wood,30710.14,254
IRFV0291TL,2016-03,4,240,Home Decor,,Wood,33637.66,268
IRFV0291TL,2015-04,2,120,Home Decor,,Wood,30901.48,256
IRFV0291TL,2015-03,1,57,Home Decor,,Wood,30710.14,254
IRFV0291TL,2015-02,1,57.14,Home Decor,,Wood,30710.14,253
IRFV0291TL,2015-12,1,60,Home Decor,,Wood,32025.23,269
IRFV0291TL,2015-08,2,120,Home Decor,,Wood,32029.62,264
IRFV0291TL,2015-10,2,120,Home Decor,,Wood,32025.23,269
IRFV0291TL,2015-07,1,60,Home Decor,,Wood,32029.62,263
IRFV0291TL,2015-10,3,180,Home Decor,,Wood,32025.23,269
IRFV0291TL,2015-05,2,108,Home Decor,,Wood,30901.48,258
IRFV0291TL,2016-06,3,159.99,Home Decor,,Wood,33911.15,277
IRFV0291TL,2016-10,1,105.73,Home Decor,,Wood,35688.54,278
IRFV0291TL,2015-10,1,60,Home Decor,,Wood,32025.23,269
IRFV0291TL,2015-12,1,60,Home Decor,,Wood,32025.23,269
IRFV0291TL,2016-10,1,105.73,Home Decor,,Wood,35688.54,278
IRFV0291TL,2015-10,2,120,Home Decor,,Wood,32025.23,269
IRFV0291TL,2016-06,1,53.33,Home Decor,,Wood,33911.15,277
IRFV0291TL,2015-04,3,171.6,Home Decor,,Wood,30901.48,256
IRFV0291TL,2015-01,2,120,Home Decor,,Wood,30710.14,254
IRFV0291TL,2016-06,2,113.74,Home Decor,,Wood,33911.15,277
IRFV0291TL,2016-11,1,52.86,Home Decor,,Wood,35688.54,277
IRFV0291TL,2015-11,2,95.24,Home Decor,,Wood,32025.23,270
IRFV0291TL,2015-11,5,300,Home Decor,,Wood,32025.23,270
IRFV0291TL,2016-03,1,57,Home Decor,,Wood,33637.66,268
IRFV0291TL,2015-02,8,457.2,Home Decor,,Wood,30710.14,253
IS,2015-01,1,3515,Home Decor,,Wood,30710.14,254
ISPNTNG1213-01,2015-01,1,1778,Home Decor,,Wood,30710.14,254
JAC--06,2012-11,1,5396,Trunk,Chest,Metal and Wood,24562.2,218
JAC-01,2013-06,1,7600,Cupboard,Regular,Wood,25118.52,231
JAC-03,2013-11,1,25250,Table,Coffee Table,Wood,27037.78,243
JAC-07,2013-11,1,14440,Table,Garden Table,Metal and Wood,27037.78,243
JAC-07,2017-04,1,14725,Table,Garden Table,Metal and Wood,37034.64,277
JAC-08,2013-12,1,17670,Cupboard,Regular,Wood,27037.78,239
JAC-09,2012-11,1,13900,Trunk,Chest,Metal and Wood,24562.2,218
JAC-10,2012-12,1,8000,Cupboard,Cabinet,Wood,24562.2,219
JAC-15,2016-08,1,2111.11,Home Decor,,Wood,35178.57,278
JAC-16/B,2017-02,1,1500,Home Decor,,Wood,36338.66,274
JAC-16/B,2015-10,1,1156,Home Decor,,Wood,32025.23,269
JAC-16/B,2015-07,1,1155.44,Home Decor,,Wood,32029.62,263
JAC-24,2015-01,1,1156,Home Decor,,Wood,30710.14,254
JAC0215-01,2015-04,1,9333.33,Home Decor,Box,Wood,30901.48,256
JAC0215-02,2017-05,1,7200,Table,Coffee Table,Metal and Wood,37034.64,278
JAC0215-02,2017-04,1,6343.92,Table,Coffee Table,Metal and Wood,37034.64,277
JAC0215-02,2017-05,1,6840,Table,Coffee Table,Metal and Wood,37034.64,278
JAC0215-02,2017-06,1,5709.53,Table,Coffee Table,Metal and Wood,37034.64,280
JAC0215-03,2015-05,1,11680.2,Home Decor,Box,Wood,30901.48,258
JAC0215-04,2015-11,1,13870,Swing,,Wood,32025.23,270
JAC0215-05,2015-11,1,1600,Home Decor,Objects,Wood,32025.23,270
JAC0215-05,2015-03,1,1620,Home Decor,Objects,Wood,30710.14,254
JAC0215-05,2015-04,4,6400,Home Decor,Objects,Wood,30901.48,256
JAC0215-05,2016-10,1,1585.98,Home Decor,Objects,Wood,35688.54,278
JAC0215-05,2015-12,1,1600,Home Decor,Objects,Wood,32025.23,269
JAC0215-05,2015-03,1,1600,Home Decor,Objects,Wood,30710.14,254
JAC0215-05,2015-09,1,1440,Home Decor,Objects,Wood,32029.62,266
JAC0215-06,2016-07,1,20900,Table,Study Table,Wood,35178.57,280
JAC0215-07,2015-10,1,19190,Cupboard,Cabinet,Wood,32025.23,269
JAC0215-09,2017-01,1,20235,Cupboard,Regular,Glass and Wood,36338.66,274
JAC0215-11,2015-02,1,14915,Cupboard,Cabinet,Glass and Wood,30710.14,253
JAC0215-15,2016-09,1,14500,Table,Study Table,Wood,35178.57,277
JAC0215-17,2015-04,1,7556,Cupboard,Cabinet,Glass and Wood,30901.48,256
JAC0215-19,2015-03,1,8000,Home Decor,Box,Wood,30710.14,254
JAC0215-19,2015-03,1,8000,Home Decor,Box,Wood,30710.14,254
JAC0215-19,2015-12,1,7111.11,Home Decor,Box,Wood,32025.23,269
JAC0215-20,2015-05,1,16200,Table,Console,Metal and Wood,30901.48,258
JAC0215-21,2017-03,1,19190,Table,Coffee Table,Metal and Wood,36338.66,275
JAC0215-22,2015-01,1,20330,Trunk,Chest,Wood,30710.14,254
JAC0215-25,2015-04,2,9500,Table,Stool,Metal and Wood,30901.48,256
JAC0215-25,2015-05,1,3999.6,Table,Stool,Metal and Wood,30901.48,258
JAC0215-26,2016-04,1,22500,Table,Coffee Table,Wood,33911.15,271
JAC0215-27,2015-03,1,17100,Table,Coffee Table,Wood,30710.14,254
JAC0215-28,2015-10,1,13050,Table,Coffee Table,Wood,32025.23,269
JAC0215-30,2015-08,1,9880,Shelf,Book Shelf,Wood,32029.62,264
JAC0215-32,2015-12,1,7505,Ladder,,Wood,32025.23,269
JAC0215-33,2015-03,1,27000,Table,Dining Table,Wood,30710.14,254
JAC0215-34,2017-01,1,30400,Cupboard,Cabinet,Wood,36338.66,274
JAC0215-34,2017-11,1,29500,Cupboard,Cabinet,Wood,39508.25,288
JAC0215-34,2015-09,1,25650,Cupboard,Cabinet,Wood,32029.62,266
JAC0215-35,2015-07,2,17100,Trunk,Chest,Wood,32029.62,263
JAC0215-35,2016-08,1,9500,Trunk,Chest,Wood,35178.57,278
JAC0215-35,2017-01,1,10620,Trunk,Chest,Wood,36338.66,274
JAC0215-35,2015-01,1,9000,Trunk,Chest,Wood,30710.14,254
JAC0215-36,2016-01,1,33250,Table,Dining Table,Wood,33637.66,269
JAC0215-36,2015-09,1,34200,Table,Dining Table,Wood,32029.62,266
JAC0215-37,2017-10,1,15700,Table,Coffee Table,Wood,39508.25,287
JAC0215-39,2015-10,1,7155,Home Decor,Objects,Wood,32025.23,269
JAC0215-41,2015-08,1,21150,Cupboard,Cabinet,Wood,32029.62,264
JAC0215-44,2015-07,1,14500,Cupboard,Regular,Wood,32029.62,263
JAC0215-44,2017-01,1,16150,Cupboard,Regular,Wood,36338.66,274
JAC0215-45,2016-06,1,5742.29,Table,Nesting Table,Wood,33911.15,277
JAC0215-46,2015-04,1,34010,Furniture,,Wood,30901.48,256
JAC0215-51,2017-03,1,2643.3,Home Decor,Lamp,Glass,36338.66,275
JAC0215-51,2015-05,1,2000,Home Decor,Lamp,Glass,30901.48,258
JAC0215-52,2015-03,1,23465,Table,Coffee Table,Wood,30710.14,254
JAC0715-01,2015-09,1,6650,Cupboard,Regular,Wood,32029.62,266
JAC0715-02,2015-07,1,16150,Trunk,Chest,Wood,32029.62,263
JAC0715-02,2015-09,1,18070.9,Trunk,Chest,Wood,32029.62,266
JAC0715-04,2016-04,1,1511.13,Home Decor,Objects,Fabric,33911.15,271
JAC0715-04,2016-04,1,1700,Home Decor,Objects,Fabric,33911.15,271
JAC0715-04,2015-12,1,1511,Home Decor,Objects,Fabric,32025.23,269
JAC0715-04,2016-04,1,1511.13,Home Decor,Objects,Fabric,33911.15,271
JAC0715-04,2016-01,1,1511,Home Decor,Objects,Fabric,33637.66,269
JAC0715-04,2016-10,1,1497.87,Home Decor,Objects,Fabric,35688.54,278
JAC0715-04,2015-10,1,1700,Home Decor,Objects,Fabric,32025.23,269
JAC0715-06,2015-01,1,15000,Table,Console,Wood,30710.14,254
JAC0715-08,2015-12,1,12044.76,Table,Coffee Table,Wood,32025.23,269
JAC0715-10,2015-10,1,4889,Table,Stool,Wood,32025.23,269
JAC0715-10,2016-01,1,5500,Table,Stool,Wood,33637.66,269
JAC0715-10,2016-01,2,11000,Table,Stool,Wood,33637.66,269
JAC0715-13,2016-09,1,2280,Bajot,Regular,Wood,35178.57,277
JAC0715-14,2016-03,1,1333,Bajot,Regular,Wood,33637.66,268
JAC0715-14,2015-09,1,1333,Bajot,Regular,Wood,32029.62,266
JAC0715-15,2015-11,1,1778,Bajot,Regular,Wood,32025.23,270
JAC0715-15,2017-05,1,1585.98,Bajot,Regular,Wood,37034.64,278
JAC0715-16,2017-06,1,11700,Bajot,Regular,Wood,37034.64,280
JAC0715-16,2015-10,1,1333.33,Bajot,Regular,Wood,32025.23,269
JAC0715-16,2015-06,1,1500,Bajot,Regular,Wood,30901.48,261
JAC0715-17,2016-12,1,17100,Trunk,Chest,Metal and Wood,35688.54,275
JAC0715-18,2015-01,1,16000,Shelf,Book Shelf,Metal and Wood,30710.14,254
JAC0715-19,2016-01,1,6650,Table,Nesting Table,Wood,33637.66,269
JAC0715-20,2016-01,2,9000,Table,Side Table,Wood,33637.66,269
JAC0715-20,2017-05,1,13200,Table,Side Table,Wood,37034.64,278
JAC0715-21,2015-08,1,3111.11,Home Decor,Lamp,Glass,32029.62,264
JAC0715-21,2015-11,1,3500,Home Decor,Lamp,Glass,32025.23,270
JAC0715-21,2015-08,1,3111.11,Home Decor,Lamp,Glass,32029.62,264
JAC0715-21,2015-09,2,5778.22,Home Decor,Lamp,Glass,32029.62,266
JAC0715-22,2016-03,1,1067,Home Decor,Utensil,Metal,33637.66,268
JAC0715-24,2015-02,1,4644.45,Home Decor,Stool,Metal and Wood,30710.14,253
JAC0715-25,2017-06,1,1530,Home Decor,Objects,Fabric,37034.64,280
JAC0715-25,2017-06,1,1530,Home Decor,Objects,Fabric,37034.64,280
JAC0715-25,2016-01,1,1333.44,Home Decor,Objects,Fabric,33637.66,269
JAC0715-25,2015-12,1,1378,Home Decor,Objects,Fabric,32025.23,269
JAC0715-26,2015-08,1,19000,,,,32029.62,264
JAC0715-27,2015-10,1,3800,Table,Study Table,Wood,32025.23,269
JAC0715-28,2015-04,1,47500,Home Decor,Temple,Wood,30901.48,256
JAC0715-31,2015-10,1,8550,Home Decor,Box,Wood,32025.23,269
JAC0914-06,2014-09,1,15960,Table,Coffee Table,Metal and Wood,29403.64,253
JAC0914-08,2014-12,1,9720,Home Decor,Box,Wood,28854.1,253
JAC0914-09,2015-03,1,9000,Home Decor,Box,Wood,30710.14,254
JAC0914-11,2014-10,1,9475.2,Home Decor,Box,Wood,28854.1,253
JAC0914-12,2015-04,1,20330,Table,Study Table,Wood,30901.48,256
JAC0914-13,2014-10,1,9576,Trunk,Chest,Wood,28854.1,253
JAC0914-13,2014-06,1,8344.8,Trunk,Chest,Wood,28706.07,246
JAC0914-14,2015-12,2,7466.68,Home Decor,Lamp,Glass,32025.23,269
JAC0914-14,2014-03,1,3733.33,Home Decor,Lamp,Glass,28078.99,239
JAC0914-14,2014-11,1,3733.33,Home Decor,Lamp,Glass,28854.1,253
JAC0914-15,2016-11,1,2850,Home Decor,Lamp,Glass,35688.54,277
JAC0914-15,2014-11,1,3200,Home Decor,Lamp,Glass,28854.1,253
JAC0914-15,2014-11,1,2844,Home Decor,Lamp,Glass,28854.1,253
JAC0914-15,2014-11,1,2844.44,Home Decor,Lamp,Glass,28854.1,253
JAC0914-16,2014-11,1,1956,Home Decor,Lamp,Glass,28854.1,253
JAC0914-16,2014-12,1,2200,Home Decor,Lamp,Glass,28854.1,253
JAC0914-16,2014-05,1,1956,Home Decor,Lamp,Glass,28706.07,244
JAC0914-17,2017-09,1,1000,Home Decor,Objects,Wood,38942.17,285
JAC0914-17,2014-05,1,889,Home Decor,Objects,Wood,28706.07,244
JAC0914-17,2014-07,1,889,Home Decor,Objects,Wood,29403.64,252
JAC0914-17,2014-12,1,1000,Home Decor,Objects,Wood,28854.1,253
JAC0914-17,2014-06,1,884,Home Decor,Objects,Wood,28706.07,246
JAC0914-18,2014-07,2,1244,Home Decor,Objects,Wood,29403.64,252
JAC0914-18,2014-08,1,622,Home Decor,Objects,Wood,29403.64,253
JAC0914-18,2014-01,1,700,Home Decor,Objects,Wood,28078.99,237
JAC0914-18,2014-06,1,622,Home Decor,Objects,Wood,28706.07,246
JAC0914-20,2015-11,1,2844,Home Decor,Objects,Fabric,32025.23,270
JAC0914-20,2016-09,1,3200,Home Decor,Objects,Fabric,35178.57,277
JAC0914-21,2014-04,1,4050,Home Decor,Box,Wood,28706.07,242
JAC0914-22,2015-11,1,5000,Home Decor,Box,Fabric,32025.23,270
JAC0914-22,2017-06,1,3925.3,Home Decor,Box,Fabric,37034.64,280
JAC0914-23,2014-12,1,14130,Trunk,Pitara,Metal and Wood,28854.1,253
JAC0914-23,2015-11,1,14915,Trunk,Pitara,Metal and Wood,32025.23,270
JAC0914-24,2014-09,1,33250,Table,Dining Table,Wood,29403.64,253
JAC1013,2014-06,1,7200,Table,Coffee Table,Wood,28706.07,246
JAC1013-02,2015-12,1,1155.56,Home Decor,,Wood,32025.23,269
JAC1013-03,2017-09,1,16900,Home Decor,,Wood,38942.17,285
JAC1013-04,2014-04,1,4465,Home Decor,Box,Wood,28706.07,242
JAC1013-06,2015-12,1,14915,Trunk,Chest,Metal,32025.23,269
JAC1013-06,2014-11,1,12000,Trunk,Chest,Metal,28854.1,253
JAC1013-09,2014-05,1,11875,Table,Study Table,Wood,28706.07,244
JAC1013-12,2014-09,1,16150,Table,Coffee Table,Wood,29403.64,253
JAC1013-16,2014-03,2,7695,Chair,Sitting Chair,Metal and Wood,28078.99,239
JAC1013-18,2015-03,1,21375,Cupboard,Cabinet,Wood,30710.14,254
JAC1013-20,2016-09,1,4275,Home Decor,,Wood,35178.57,277
JAC1013-21,2014-07,1,16055,Cupboard,Cabinet,Wood,29403.64,252
JAC1013-21,2014-12,1,21300,Cupboard,Cabinet,Wood,28854.1,253
JAC1013-22,2015-12,1,7000,Home Decor,,Wood,32025.23,269
JAO-04,2017-05,1,12350,Home Decor,,Wood,37034.64,278
JAO-06,2015-02,1,1064,Home Decor,,Wood,30710.14,253
JAO-06,2017-08,1,1057.32,Home Decor,,Wood,38942.17,285
JAO-06,2015-04,1,1067,Home Decor,,Wood,30901.48,256
JAO-16,2013-08,1,21850,Cupboard,Cabinet,Wood,27061.45,237
JAO-16,2013-04,1,19000,Cupboard,Cabinet,Wood,25118.52,226
JAO-17,2015-04,1,5100,Home Decor,,Wood,30901.48,256
JAO-31,2016-08,1,2666.69,Home Decor,Box,Wood,35178.57,278
JAO-31,2017-12,1,2850,Home Decor,Box,Wood,39508.25,286
JAO-31,2017-02,1,3500,Home Decor,Box,Wood,36338.66,274
JAO-31,2016-06,1,3325,Home Decor,Box,Wood,33911.15,277
JAO-34,2014-09,1,15200,Door,,Wood,29403.64,253
JAO-34,2014-07,1,14250,Door,,Wood,29403.64,252
JAO-34,2013-08,1,15000,Door,,Wood,27061.45,237
JAO-34,2014-02,1,13333.33,Door,,Wood,28078.99,238
JAO-35,2017-10,1,32300,Cupboard,Showcase,Glass and Wood,39508.25,287
JAO-35,2013-06,1,3000,Cupboard,Showcase,Glass and Wood,25118.52,231
JAO-35,2014-08,1,3000,Cupboard,Showcase,Glass and Wood,29403.64,253
JAO-35,2017-06,1,30400,Cupboard,Showcase,Glass and Wood,37034.64,280
JD-J63,2015-07,1,2760,,,,32029.62,263
JK/HK-02,2017-11,1,350,Home Decor,,Wood,39508.25,288
JK/HK-04,2017-04,4,600,Home Decor,,Wood,37034.64,277
JK/HK-05,2017-12,1,400,Home Decor,,Wood,39508.25,286
JK/HK-05,2017-12,1,400,Home Decor,,Wood,39508.25,286
JK/HK-05,2017-11,1,400,Home Decor,,Wood,39508.25,288
JK/HK-05,2017-11,1,425,Home Decor,,Wood,39508.25,288
JK/HK-06,2015-10,1,150,Home Decor,,Wood,32025.23,269
JK/HK-06,2015-02,2,266,Home Decor,,Wood,30710.14,253
JK/HK-06,2015-08,2,300,Home Decor,,Wood,32029.62,264
JK/HK-06,2017-03,1,132.17,Home Decor,,Wood,36338.66,275
JK/HK-06,2017-01,2,264.34,Home Decor,,Wood,36338.66,274
JK/HK-06,2015-11,2,300,Home Decor,,Wood,32025.23,270
JK/HK-06,2015-03,2,300,Home Decor,,Wood,30710.14,254
JK/HK-06,2015-12,3,400.02,Home Decor,,Wood,32025.23,269
JK/HK-06,2016-03,1,133,Home Decor,,Wood,33637.66,268
JK/HK-06,2017-08,2,264.34,Home Decor,,Wood,38942.17,285
JK/HK-06,2015-07,1,133,Home Decor,,Wood,32029.62,263
JK/HK-06,2015-01,2,266,Home Decor,,Wood,30710.14,254
JK/HK-06,2017-09,1,132.17,Home Decor,,Wood,38942.17,285
JK/HK-06,2016-07,1,133.33,Home Decor,,Wood,35178.57,280
JK/HK-06,2015-08,1,150,Home Decor,,Wood,32029.62,264
JK/HK-06,2015-07,3,399,Home Decor,,Wood,32029.62,263
JK/HK-06,2015-07,2,270,Home Decor,,Wood,32029.62,263
JK/HK-06,2015-09,3,401.46,Home Decor,,Wood,32029.62,266
JK/HK-06,2015-11,1,133,Home Decor,,Wood,32025.23,270
JK/HK-06,2014-10,3,450,Home Decor,,Wood,28854.1,253
JK/HK-06,2015-11,1,150,Home Decor,,Wood,32025.23,270
JK/HK-06,2015-12,3,400.02,Home Decor,,Wood,32025.23,269
JK/HK-06,2015-11,1,133.33,Home Decor,,Wood,32025.23,270
JK/HK-06,2015-06,3,399,Home Decor,,Wood,30901.48,261
JK/HK-06,2015-07,1,133.33,Home Decor,,Wood,32029.62,263
JK/HK-06,2015-12,1,150,Home Decor,,Wood,32025.23,269
JK/HK-06,2017-05,2,264.34,Home Decor,,Wood,37034.64,278
JK/HK-06,2015-09,6,900,Home Decor,,Wood,32029.62,266
JK/HK-06,2015-01,4,533.36,Home Decor,,Wood,30710.14,254
JK/HK-06,2015-12,2,300,Home Decor,,Wood,32025.23,269
JK/HK-06,2015-08,4,570,Home Decor,,Wood,32029.62,264
JK/HK-06,2017-07,2,264.34,Home Decor,,Wood,38942.17,285
JK/HK-06,2015-09,4,600,Home Decor,,Wood,32029.62,266
JK/HK-06,2015-01,1,133,Home Decor,,Wood,30710.14,254
JK/HK-06,2015-06,2,266.66,Home Decor,,Wood,30901.48,261
JK/HK-06,2015-06,6,900,Home Decor,,Wood,30901.48,261
JK/HK-06,2015-05,2,239.4,Home Decor,,Wood,30901.48,258
JK/HK-07,2015-06,1,90,Home Decor,Hook,Metal,30901.48,261
JK/HK-07,2016-10,2,264.32,Home Decor,Hook,Metal,35688.54,278
JK/HK-07,2015-05,2,180,Home Decor,Hook,Metal,30901.48,258
JK/HK-07,2016-11,2,178,Home Decor,Hook,Metal,35688.54,277
JK/HK-07,2017-01,4,352.44,Home Decor,Hook,Metal,36338.66,274
JK/HK-07,2016-07,2,177.78,Home Decor,Hook,Metal,35178.57,280
JK/HK-07,2016-01,10,950,Home Decor,Hook,Metal,33637.66,269
JK/HK-07,2015-02,2,180,Home Decor,Hook,Metal,30710.14,253
JK/HK-07,2016-07,2,177.78,Home Decor,Hook,Metal,35178.57,280
JK/HK-07,2015-01,1,100,Home Decor,Hook,Metal,30710.14,254
JK/HK-07,2016-10,1,88.9,Home Decor,Hook,Metal,35688.54,278
JK/HK-07,2016-08,3,266.67,Home Decor,Hook,Metal,35178.57,278
JK/HK-07,2015-03,3,267,Home Decor,Hook,Metal,30710.14,254
JK/HK-07,2016-08,1,100,Home Decor,Hook,Metal,35178.57,278
JK/HK-07,2015-07,7,623,Home Decor,Hook,Metal,32029.62,263
JK/HK-07,2015-09,2,266.66,Home Decor,Hook,Metal,32029.62,266
JK/HK-07,2015-03,4,356,Home Decor,Hook,Metal,30710.14,254
JK/HK-07,2016-08,3,266.67,Home Decor,Hook,Metal,35178.57,278
JK/HK-07,2016-09,1,88.88,Home Decor,Hook,Metal,35178.57,277
JK/HK-07,2016-12,1,88.11,Home Decor,Hook,Metal,35688.54,275
JK/HK-07,2016-05,10,1333.5,Home Decor,Hook,Metal,33911.15,275
JK/HK-07,2016-02,2,178,Home Decor,Hook,Metal,33637.66,267
JK/HK-07,2016-03,1,100,Home Decor,Hook,Metal,33637.66,268
JK/HK-07,2015-07,2,178,Home Decor,Hook,Metal,32029.62,263
JK/HK-07,2016-05,5,444.45,Home Decor,Hook,Metal,33911.15,275
JK/HK-07,2016-03,2,200,Home Decor,Hook,Metal,33637.66,268
JK/HK-07,2015-06,1,89,Home Decor,Hook,Metal,30901.48,261
JK/HK-07,2016-05,2,177.76,Home Decor,Hook,Metal,33911.15,275
