Item Code,Date,Quantity,Cost,Category,Type,Material,GDP,CPI
0,2017-05,1,1409.76,Home Decor,Wine Holder,Wood,37034.64,278
0,2017-08,1,1520,Home Decor,Wine Holder,Wood,38942.17,285
0,2017-06,1,1409.76,Home Decor,Wine Holder,Wood,37034.64,280
0,2017-07,1,1356,Home Decor,Wine Holder,Wood,38942.17,285
6SSS,2017-08,2,140.98,Home Decor,,Wood,38942.17,285
6SSS,2015-02,1,71,Home Decor,,Wood,30710.14,253
6SSS,2015-10,2,142,Home Decor,,Wood,32025.23,269
6SSS,2016-04,3,213,Home Decor,,Wood,33911.15,271
6SSS,2016-01,1,71,Home Decor,,Wood,33637.66,269
6SSS,2016-04,1,71.11,Home Decor,,Wood,33911.15,271
6SSS,2016-09,3,240,Home Decor,,Wood,35178.57,277
6SSS,2016-10,2,140.96,Home Decor,,Wood,35688.54,278
6SSS,2016-12,4,281.92,Home Decor,,Wood,35688.54,275
6SSS,2016-03,2,144,Home Decor,,Wood,33637.66,268
6SSS,2016-10,3,211.44,Home Decor,,Wood,35688.54,278
6SSS,2016-12,4,281.92,Home Decor,,Wood,35688.54,275
6SSS,2015-02,1,40,Home Decor,,Wood,30710.14,253
6SSS,2016-07,1,71.11,Home Decor,,Wood,35178.57,280
6SSS,2016-10,2,133.91,Home Decor,,Wood,35688.54,278
6SSS,2017-09,1,70.49,Home Decor,,Wood,38942.17,285
6SSS,2017-02,2,160,Home Decor,,Wood,36338.66,274
6SSS,2017-03,1,70.49,Home Decor,,Wood,36338.66,275
6SSS,2017-05,1,80,Home Decor,,Wood,37034.64,278
6SSS,2015-11,4,356,Home Decor,,Wood,32025.23,270
6SSS,2016-03,6,426,Home Decor,,Wood,33637.66,268
6SSS,2015-01,1,71,Home Decor,,Wood,30710.14,254
6SSS,2017-01,1,80,Home Decor,,Wood,36338.66,274
A/R-02,2011-05,2,498,Mirror,,Glass and Metal,19003.03,187
A/R-02,2011-08,1,249,Mirror,,Glass and Metal,20911.66,194
A/R-02,2011-02,1,249,Mirror,,Glass and Metal,19164.7,185
A/R-02,2011-03,1,280,Mirror,,Glass and Metal,19164.7,185
A/R-07,2010-07,1,210,Trunk,Pitara,Wood,18254.68,178
A/R-07,2010-12,1,185,Trunk,Pitara,Wood,19417.94,185
A/R-08,2011-07,8,440,Chair,Bench,Metal and Wood,20911.66,193
A/R-08,2011-07,2,110,Chair,Bench,Metal and Wood,20911.66,193
A/R-08,2011-02,4,280,Chair,Bench,Metal and Wood,19164.7,185
A/R-08,2013-02,1,66.5,Chair,Bench,Metal and Wood,24413.77,223
A/R-08,2012-04,2,124,Chair,Bench,Metal and Wood,22022.07,205
A/R-08,2011-02,6,420,Chair,Bench,Metal and Wood,19164.7,185
A/R-08,2011-03,6,330,Chair,Bench,Metal and Wood,19164.7,185
A/R-08,2011-03,1,55,Chair,Bench,Metal and Wood,19164.7,185
A/R-08,2011-03,4,224,Chair,Bench,Metal and Wood,19164.7,185
A/R-08,2011-04,2,104.5,Chair,Bench,Metal and Wood,19003.03,186
A/R-08,2011-09,3,210,Chair,Bench,Metal and Wood,20911.66,197
A/R-08,2011-10,3,210,Chair,Bench,Metal and Wood,21990.07,198
A/R-08,2012-07,3,210,Chair,Bench,Metal and Wood,23568.64,212
A/R-08,2011-05,4,220,Chair,Bench,Metal and Wood,19003.03,187
A/R-08,2012-04,3,210,Chair,Bench,Metal and Wood,22022.07,205
A/R-08,2011-09,12,840,Chair,Bench,Metal and Wood,20911.66,197
A/R-08,2011-10,2,140,Chair,Bench,Metal and Wood,21990.07,198
A/R-08,2011-03,5,275,Chair,Bench,Metal and Wood,19164.7,185
A/R-08,2011-06,2,110,Chair,Bench,Metal and Wood,19003.03,189
A/R-08,2011-01,5,275,Chair,Bench,Metal and Wood,19164.7,188
A/R-08,2011-01,7,385,Chair,Bench,Metal and Wood,19164.7,188
A/R-08,2011-01,3,165,Chair,Bench,Metal and Wood,19164.7,188
A/R-08,2011-01,6,330,Chair,Bench,Metal and Wood,19164.7,188
A/R-08,2011-01,6,330,Chair,Bench,Metal and Wood,19164.7,188
A/R-08,2011-10,5,350,Chair,Bench,Metal and Wood,21990.07,198
A/R-08,2011-06,5,350,Chair,Bench,Metal and Wood,19003.03,189
A/R-08,2011-10,3,210,Chair,Bench,Metal and Wood,21990.07,198
A/R-08,2011-01,4,220,Chair,Bench,Metal and Wood,19164.7,188
A/R-08,2011-12,1,70,Chair,Bench,Metal and Wood,21990.07,197
A/R-08,2011-01,26,1430,Chair,Bench,Metal and Wood,19164.7,188
A/R-08,2011-12,3,165,Chair,Bench,Metal and Wood,21990.07,197
A/R-08,2011-11,1,70,Chair,Bench,Metal and Wood,21990.07,199
A/R-08,2012-11,1,70,Chair,Bench,Metal and Wood,24562.2,218
A/R-08,2011-10,4,280,Chair,Bench,Metal and Wood,21990.07,198
A/R-08,2011-12,1,70,Chair,Bench,Metal and Wood,21990.07,197
A/R-08,2011-02,6,330,Chair,Bench,Metal and Wood,19164.7,185
A/R-08,2012-04,2,140,Chair,Bench,Metal and Wood,22022.07,205
A/R-08,2011-09,6,420,Chair,Bench,Metal and Wood,20911.66,197
A/R-08,2011-07,16,880,Chair,Bench,Metal and Wood,20911.66,193
A/R-08,2012-06,1,70,Chair,Bench,Metal and Wood,22022.07,208
A/R-08,2011-03,2,110,Chair,Bench,Metal and Wood,19164.7,185
A/R-23,2015-07,1,770,Home Decor,,Wood,32029.62,263
A/R-23,2015-10,1,685,Home Decor,,Wood,32025.23,269
ABBD-01,2011-05,1,58500,Bed,,Wood,19003.03,187
ABCHR-10,2011-01,1,11400,Chair,Sofa Chair with Fabric,Wood,19164.7,188
ABCHR-10,2014-12,1,7000,Chair,Sofa Chair with Fabric,Wood,28854.1,253
ABCHR-10,2010-10,1,12000,Chair,Sofa Chair with Fabric,Wood,19417.94,181
ABCHR-10,2011-01,1,9710.9,Chair,Sofa Chair with Fabric,Wood,19164.7,188
ABMR-01,2011-10,1,27000,Mirror,,Glass and Wood,21990.07,198
ABTBL-01,2016-08,1,33250,Table,Console,Wood,35178.57,278
ABTBL-01,2012-06,1,40002.9,Table,Console,Wood,22022.07,208
ABTBL-01,2011-01,1,43500,Table,Console,Wood,19164.7,188
ABTBL-02,2011-01,1,15675,Table,Coffee Table,Wood,19164.7,188
AC-JD/04-17/STL-TIL/4,2017-06,1,2114.64,Table,Stool,Wood,37034.64,280
AC-JDH-04-2017-BJT-HW-5,2017-09,1,3000,Bajot,Regular,Wood,38942.17,285
ADDSHELF-01,2013-08,1,4500,Shelf,Open Shelf,Wood,27061.45,237
ADDSHELF-01,2010-09,1,1000,Shelf,Open Shelf,Wood,18254.68,179
ADDSHELF-01,2015-01,1,500,Shelf,Open Shelf,Wood,30710.14,254
ADDSHELF-01,2016-03,1,2500,Shelf,Open Shelf,Wood,33637.66,268
ADDSHELF-01,2013-05,1,500,Shelf,Open Shelf,Wood,25118.52,228
ADDSHELF-01,2014-05,1,6000,Shelf,Open Shelf,Wood,28706.07,244
ADH-01S,2017-11,6,4800,Home Decor,,Wood,39508.25,288
ADKCHR-01,2017-07,1,11400,Chair,Sitting Chair,Wood,38942.17,285
ADKCHR-01,2017-02,1,11400,Chair,Sitting Chair,Wood,36338.66,274
ADKCHR-01,2016-07,1,7600,Chair,Sitting Chair,Wood,35178.57,280
ADL0516-14,2016-05,1,755.55,Home Decor,Lamp,Glass,33911.15,275
ADL0516-14,2016-04,4,3022.24,Home Decor,Lamp,Glass,33911.15,271
ADL0516-14,2017-10,1,800,Home Decor,Lamp,Glass,39508.25,287
ADLC,2012-01,52,9100,,,,21874.02,198
ADLM,2016-10,1,969.21,Home Decor,Lamp,Glass,35688.54,278
ADLM,2017-04,1,969.21,Home Decor,Lamp,Glass,37034.64,277
ADLMP-02,2016-12,1,1190,Home Decor,Lamp,Glass,35688.54,275
ADLMP-02,2017-03,1,920.75,Home Decor,Lamp,Glass,36338.66,275
ADLMP-02,2017-01,1,1189.49,Home Decor,Lamp,Glass,36338.66,274
ADLMP-02,2017-10,2,2700,Home Decor,Lamp,Glass,39508.25,287
ADLMP-03,2017-09,1,969.21,Home Decor,Lamp,Glass,38942.17,285
ADLMP-03,2016-03,1,2222.22,Home Decor,Lamp,Glass,33637.66,268
ADLMP-03,2016-01,1,2202.75,Home Decor,Lamp,Glass,33637.66,269
ADLMP-03,2017-05,1,2114.64,Home Decor,Lamp,Glass,37034.64,278
ADLMP-03,2017-06,1,2400,Home Decor,Lamp,Glass,37034.64,280
ADLMP-04,2016-04,1,488.89,Home Decor,,Wood,33911.15,271
ADLMP-04,2016-04,1,488.89,Home Decor,,Wood,33911.15,271
ADLMP-04,2016-06,1,488.89,Home Decor,,Wood,33911.15,277
ADLMP-04,2017-03,1,440.55,Home Decor,,Wood,36338.66,275
ADLMP-04,2016-04,1,488.89,Home Decor,,Wood,33911.15,271
ADLMP-06,2016-01,1,2311.14,Home Decor,Lamp,Glass,33637.66,269
ADLMP-06,2016-01,2,4960.01,Home Decor,Lamp,Glass,33637.66,269
ADLMP-06,2016-06,1,3800,Home Decor,Lamp,Glass,33911.15,277
ADLMP-06,2017-07,1,1932.3,Home Decor,Lamp,Glass,38942.17,285
ADLMP-06,2016-04,1,2311.14,Home Decor,Lamp,Glass,33911.15,271
ADLMP-09,2016-08,1,1422.23,Home Decor,,Wood,35178.57,278
ADLMP-09,2016-10,1,1409.76,Home Decor,,Wood,35688.54,278
ADLMP-09,2016-05,2,2844.48,Home Decor,,Wood,33911.15,275
ADLMP-10,2017-02,1,945,Home Decor,,Wood,36338.66,274
ADLMP-10,2016-08,2,1409.76,Home Decor,,Wood,35178.57,278
ADLMP-10,2016-04,1,711.11,Home Decor,,Wood,33911.15,271
ADLMP0516,2016-12,1,749,Home Decor,Lamp,Glass,35688.54,275
ADLMP0516,2016-08,1,755.65,Home Decor,Lamp,Glass,35178.57,278
ADLMP0516,2017-02,4,3230,Home Decor,Lamp,Glass,36338.66,274
ADLMP0516,2017-05,4,3400,Home Decor,Lamp,Glass,37034.64,278
ADLMP0516,2016-10,2,8000,Home Decor,Lamp,Glass,35688.54,278
ADLMP0516,2016-06,1,3000,Home Decor,Lamp,Glass,33911.15,277
ADLMP0516-02,2017-03,1,3222.61,Home Decor,Lamp,Glass,36338.66,275
ADLMP0516-02,2016-06,1,3657.5,Home Decor,Lamp,Glass,33911.15,277
ADLMP0516-06,2016-03,1,3378,Home Decor,Lamp,Glass,33637.66,268
ADLMP0516-07,2017-02,2,6000,Home Decor,Lamp,Glass,36338.66,274
ADLMP0516-07,2017-02,1,2643.3,Home Decor,Lamp,Glass,36338.66,274
ADLMP0516-07,2016-03,1,2666.67,Home Decor,Lamp,Glass,33637.66,268
ADLMP0516-08,2017-08,2,7200,Home Decor,,Wood,38942.17,285
ADLMP0516-08,2017-08,1,2600,Home Decor,,Wood,38942.17,285
ADLMP0516-11,2017-10,1,1650,Home Decor,,Wood,39508.25,287
ADLMP0516-11,2017-05,1,1650,Home Decor,,Wood,37034.64,278
ADLMP0516-11,2016-05,1,1466.68,Home Decor,,Wood,33911.15,275
ADLMP0516-12,2017-10,1,5800,Home Decor,,Wood,39508.25,287
ADLMP0516-12,2016-12,2,10220.76,Home Decor,,Wood,35688.54,275
ADPPT-01,2015-12,5,5225,Home Decor,,Wood,32025.23,269
AG-7,2017-07,1,710,Home Decor,,Wood,38942.17,285
AG-7,2017-07,1,710,Home Decor,,Wood,38942.17,285
AG-7,2017-07,1,601.73,Home Decor,,Wood,38942.17,285
AG-7,2017-10,1,710,Home Decor,,Wood,39508.25,287
AG-7,2017-09,1,600,Home Decor,,Wood,38942.17,285
AG-7,2017-08,1,710,Home Decor,,Wood,38942.17,285
AG-7,2017-08,1,805,Home Decor,,Wood,38942.17,285
AG-7,2017-08,1,710,Home Decor,,Wood,38942.17,285
AG-7,2017-07,1,601.72,Home Decor,,Wood,38942.17,285
AG-7,2017-07,1,710,Home Decor,,Wood,38942.17,285
AG-7,2017-09,1,710,Home Decor,,Wood,38942.17,285
AHSDBRD-01,2010-09,1,10800,Cupboard,Cabinet,Wood,18254.68,179
AK-AL-70,2016-11,1,524.25,Home Decor,,Wood,35688.54,277
AK-MUM-B-,2017-07,1,13300,Chair,Bench,Wood,38942.17,285
AK-MUM-EZY-,2017-07,1,15675,Home Decor,,Wood,38942.17,285
AK-MUM-M,2017-10,1,43225,Chair,Sofa Chair with Fabric,Wood,39508.25,287
AK-MUM-M,2017-08,1,48450,Chair,Sofa Chair with Fabric,Wood,38942.17,285
AK-MUM-M,2017-06,2,20475,Chair,Sofa Chair with Fabric,Wood,37034.64,280
AK-MUM-M,2017-08,1,41400,Chair,Sofa Chair with Fabric,Wood,38942.17,285
AK-MUM-RKNG-,2017-07,1,11400,Home Decor,,Wood,38942.17,285
AK-MUM-S-,2017-09,1,10000,Chair,Bench,Wood,38942.17,285
AK-NL-49,2016-03,1,3376.2,Home Decor,,Wood,33637.66,268
AK-NL-63,2016-12,1,1130.11,Home Decor,,Wood,35688.54,275
AK-NL-66,2016-11,1,2471.7,Home Decor,,Wood,35688.54,277
AK163,2017-10,1,550,Home Decor,,Wood,39508.25,287
AKPNTNG-02,2016-05,2,10844.58,Home Decor,,Wood,33911.15,275
AKSMT-01,2015-04,1,978,Home Decor,,Wood,30901.48,256
AKSMT-01,2015-08,1,1100,Home Decor,,Wood,32029.62,264
AMALT-01,2010-07,1,11000,Home Decor,Altar,Wood,18254.68,178
AMALT-01,2010-01,1,9900,Home Decor,Altar,Wood,16455.38,172
AMALT-02,2011-08,1,19950,Home Decor,Altar,Wood,20911.66,194
AMALT-02,2013-01,1,17670,Home Decor,Altar,Wood,24413.77,221
AMALT-03,2016-12,1,3524.4,Home Decor,Altar,Wood,35688.54,275
AMALT-03,2015-01,1,5700,Home Decor,Altar,Wood,30710.14,254
AMALT-03,2012-03,1,5700,Home Decor,Altar,Wood,21874.02,201
AMBNCH-01,2010-03,1,13000,Sofa,Fabric,Wood,16455.38,170
AMCBD-01,2016-04,1,42000,Cupboard,Regular,Wood,33911.15,271
AMCBD-01,2011-01,1,34920,Cupboard,Regular,Wood,19164.7,188
AMCBD-01,2015-09,1,45600,Cupboard,Regular,Wood,32029.62,266
AMCBD-01,2016-03,1,45000,Cupboard,Regular,Wood,33637.66,268
AMCBD-03,2010-03,1,25500,Cupboard,Regular,Wood,16455.38,170
AMCBD-04,2010-03,1,33000,Cupboard,Regular,Wood,16455.38,170
AMCBD-05,2011-05,1,37800,Cupboard,Regular,Wood,19003.03,187
AMCBD-05,2011-11,1,36900,Cupboard,Regular,Wood,21990.07,199
AMCBD-05,2012-06,1,39900,Cupboard,Regular,Wood,22022.07,208
AMCBD-06,2016-03,1,40000,Cupboard,Regular,Wood,33637.66,268
AMCBD-06,2010-08,1,20500,Cupboard,Regular,Wood,18254.68,178
AMCHR-02,2010-06,4,24000,Chair,Cane Chair,Wood,15983.99,174
AMCHR-02,2010-06,2,12000,Chair,Cane Chair,Wood,15983.99,174
AMCHR-02,2014-08,2,11400,Chair,Cane Chair,Wood,29403.64,253
AMCHR-03,2011-08,1,13500,Chair,Sitting Chair,Wood,20911.66,194
AMCHR-04,2013-05,1,9025,Chair,Cane Chair,Wood,25118.52,228
AMCHR-04,2012-06,1,9025,Chair,Cane Chair,Wood,22022.07,208
AMCHR-04,2011-05,2,17100,Chair,Cane Chair,Wood,19003.03,187
AMCHR-04,2010-02,2,10000,Chair,Cane Chair,Wood,16455.38,170
AMCHR-04,2010-02,1,9500,Chair,Cane Chair,Wood,16455.38,170
AMDTBL-01,2011-08,1,38000,Table,Dining Table,Wood,20911.66,194
AMMIR-01,2012-10,1,14850,Furniture,,Wood,24562.2,217
AMRCBRD-01,2015-11,1,35000,Home Decor,,Wood,32025.23,270
AMSCCBD-01,2011-07,1,13110,Cupboard,Showcase,Glass and Wood,20911.66,193
AMSCCBD-01,2011-07,1,13800,Cupboard,Showcase,Glass and Wood,20911.66,193
AMSCCBD-01,2012-11,1,13800,Cupboard,Showcase,Glass and Wood,24562.2,218
AMSCCBD-01,2010-10,1,13500,Cupboard,Showcase,Glass and Wood,19417.94,181
AMSCCBD-02,2010-11,1,13160,Cupboard,Showcase,Glass and Wood,19417.94,182
AMSCCBD-02,2012-10,1,14250,Cupboard,Showcase,Glass and Wood,24562.2,217
AMSCCBD-03,2012-11,1,19000,Cupboard,Regular,Wood,24562.2,218
AMSCCBD-03,2010-06,1,24000,Cupboard,Regular,Wood,15983.99,174
AMTBL-02,2012-04,1,12600,Table,Coffee Table,Wood,22022.07,205
AMTBL-02,2011-07,1,18050,Table,Coffee Table,Wood,20911.66,193
AMTBL-03,2011-09,2,11400,Table,Bedside,Wood,20911.66,197
ANDC0102,2015-12,1,2900,Home Decor,Mat,Fabric,32025.23,269
AQCHR-01,2016-08,1,13300,Chair,Sofa Chair with Leather,Wood,35178.57,278
AQCHR-01,2012-10,1,13300,Chair,Sofa Chair with Leather,Wood,24562.2,217
AQLMSK-01,2017-01,1,881.1,Home Decor,,Wood,36338.66,274
AQSBLK-01,2017-12,1,150,Home Decor,,Wood,39508.25,286
AQSF-01,2016-01,1,2400,Home Decor,,Wood,33637.66,269
AR-06,2015-01,1,678,Home Decor,,Wood,30710.14,254
AR-08,2017-09,1,4750,Home Decor,,Wood,38942.17,285
AR-D13,2017-12,2,520,Home Decor,,Wood,39508.25,286
AR-D20,2017-04,1,440.55,Home Decor,,Wood,37034.64,277
AR-D20,2017-10,1,470,Home Decor,,Wood,39508.25,287
AR-ER-39,2016-01,1,330,Home Decor,,Wood,33637.66,269
AR-JB1,2017-09,3,1500,Home Decor,,Wood,38942.17,285
AR-dk,2015-07,2,107,Home Decor,,Wood,32029.62,263
AR-dk,2017-12,3,300,Home Decor,,Wood,39508.25,286
AR-dk,2015-08,8,480,Home Decor,,Wood,32029.62,264
AR-dk,2015-07,16,864,Home Decor,,Wood,32029.62,263
AR-dk,2017-06,2,200,Home Decor,,Wood,37034.64,280
AR-dk,2017-08,6,317.22,Home Decor,,Wood,38942.17,285
AR-dk,2017-05,6,317.22,Home Decor,,Wood,37034.64,278
AR-dk,2017-05,4,211.48,Home Decor,,Wood,37034.64,278
AR-dk,2017-09,2,105.72,Home Decor,,Wood,38942.17,285
AR-dk,2017-04,2,105.74,Home Decor,,Wood,37034.64,277
AR-dk,2017-06,8,422.96,Home Decor,,Wood,37034.64,280
AR-dk,2017-04,6,1057.32,Home Decor,,Wood,37034.64,277
AR-dk,2017-06,27,1427.49,Home Decor,,Wood,37034.64,280
AR-dk,2017-06,1,60,Home Decor,,Wood,37034.64,280
AR-dk,2017-06,9,475.83,Home Decor,,Wood,37034.64,280
AR-dk,2017-12,6,360,Home Decor,,Wood,39508.25,286
AR-dk,2017-08,2,105.74,Home Decor,,Wood,38942.17,285
AR-dk,2017-09,4,211.44,Home Decor,,Wood,38942.17,285
AR-dk,2017-09,6,360,Home Decor,,Wood,38942.17,285
AR-dk,2017-06,6,317.22,Home Decor,,Wood,37034.64,280
AR-dk,2017-09,16,845.92,Home Decor,,Wood,38942.17,285
AR-dk,2017-05,4,211.48,Home Decor,,Wood,37034.64,278
AR-dk,2017-05,28,1480.36,Home Decor,,Wood,37034.64,278
AR-dk,2017-05,8,422.96,Home Decor,,Wood,37034.64,278
AR-dk,2017-09,12,634.44,Home Decor,,Wood,38942.17,285
AR-dk,2017-04,4,211.44,Home Decor,,Wood,37034.64,277
AR-dk,2017-11,2,105.74,Home Decor,,Wood,39508.25,288
AR-dk,2017-09,8,480,Home Decor,,Wood,38942.17,285
AR-dk,2017-05,6,317.22,Home Decor,,Wood,37034.64,278
ARBF-005,2015-03,1,1013.65,Home Decor,,Wood,30710.14,254
ARBF-005,2015-07,1,950,Home Decor,,Wood,32029.62,263
ARBF-02,2015-12,1,1615,Home Decor,,Wood,32025.23,269
ARPNL,2015-08,1,6000,Home Decor,,Wood,32029.62,264
ARPNTNG-01,2017-01,1,7000,Home Decor,,Wood,36338.66,274
ARPNTNG-01,2016-10,1,7000,Home Decor,,Wood,35688.54,278
ARPNTNG-01,2017-02,1,7000,Home Decor,,Wood,36338.66,274
ARPNTNG-02,2016-11,2,7930,Home Decor,,Wood,35688.54,277
ARPNTNG-02,2016-12,1,3964,Home Decor,,Wood,35688.54,275
ARPNTNG-02,2016-12,4,15856,Home Decor,,Wood,35688.54,275
ARPNTNG-02,2017-01,1,3964.95,Home Decor,,Wood,36338.66,274
ARPNTNG-02,2016-12,1,4500,Home Decor,,Wood,35688.54,275
ARPNTNG-02,2016-12,2,9000,Home Decor,,Wood,35688.54,275
ARPNTNG-03,2016-11,2,13200,Home Decor,,Wood,35688.54,277
ARPNTNG-04,2017-06,2,11101.86,Home Decor,,Wood,37034.64,280
ARPNTNG-05,2017-06,1,4500,Home Decor,,Wood,37034.64,280
ARPNTNG-05,2017-05,2,9000,Home Decor,,Wood,37034.64,278
ASG-18,2017-01,1,799,Home Decor,,Wood,36338.66,274
ASG-18,2017-07,1,753.77,Home Decor,,Wood,38942.17,285
AVOL-01,2014-01,2,1950,,,,28078.99,237
AZ-C-MG-001,2015-10,2,666,Home Decor,,Wood,32025.23,269
AZ-L-BC-032,2017-09,1,3500,Home Decor,,Wood,38942.17,285
AZ-L-HGNP-9/10-025,2017-12,1,1900,Home Decor,,Wood,39508.25,286
AZ-L-KYC-010,2017-11,1,60,Home Decor,,Wood,39508.25,288
AZ-L-KYC-010,2017-07,9,457.65,Home Decor,,Wood,38942.17,285
AZ-L-KYC-010,2017-09,1,60,Home Decor,,Wood,38942.17,285
AZ-L-KYC-010,2017-10,3,180,Home Decor,,Wood,39508.25,287
BA,2011-01,1,3325,Table,Stool,Wood,19164.7,188
BA,2013-11,1,2375,Table,Stool,Wood,27037.78,243
BA-03,2015-07,1,222.22,Home Decor,,Wood,32029.62,263
BA-05,2015-02,1,444.5,Home Decor,,Wood,30710.14,253
BA-05,2017-01,1,500,Home Decor,,Wood,36338.66,274
BABWL-01,2017-08,1,1500,Home Decor,,Wood,38942.17,285
BAMIR-01,2017-12,1,4000,Home Decor,,Wood,39508.25,286
BAPG-01,2015-08,1,1000,Home Decor,,Wood,32029.62,264
BAPRTN-01,2010-01,1,5940,Partition,,Glass and Wood,16455.38,172
BAPRTN-01,2011-11,1,3000,Partition,,Glass and Wood,21990.07,199
BATBL-02,2014-02,1,5000,Table,Nesting,Wood,28078.99,238
BBBNCH-01,2010-04,1,9900,Chair,Sofa Chair with Fabric,Wood,15983.99,170
BBBNCH-01,2012-07,1,20000,Chair,Sofa Chair with Fabric,Wood,23568.64,212
BBBNCH-01,2010-11,1,11000,Chair,Sofa Chair with Fabric,Wood,19417.94,182
BBBNCH-01,2015-09,1,32000,Chair,Sofa Chair with Fabric,Wood,32029.62,266
BBBNCH-01,2011-11,1,12150,Chair,Sofa Chair with Fabric,Wood,21990.07,199
BBBNCH-01,2013-08,1,19000,Chair,Sofa Chair with Fabric,Wood,27061.45,237
BBBNCH-03,2013-09,1,14725,Sofa,Cane,Wood,27061.45,238
BBCBRD-01,2011-04,1,32300,Cupboard,Showcase,Glass and Wood,19003.03,186
BBCHR-01,2010-09,6,33000,Chair,Sitting Chair,Wood,18254.68,179
BBCHR-02,2010-12,1,10500,Chair,Sitting Chair,Wood,19417.94,185
BBCHR-02,2011-08,1,12000,Chair,Sitting Chair,Wood,20911.66,194
BBCHR-03,2011-06,4,24700,Chair,Cane Chair,Wood,19003.03,189
BBCHR-03,2011-07,2,12350,Chair,Cane Chair,Wood,20911.66,193
BBCHR-03,2011-07,2,12350,Chair,Cane Chair,Wood,20911.66,193
BBCHR-04,2011-01,2,12540,Chair,Sitting Chair,Wood,19164.7,188
BBCRNR-01,2013-02,1,14725,Table,Side Table,Wood,24413.77,223
BBCRNR-01,2013-03,1,14725,Table,Side Table,Wood,24413.77,224
BBDTBL-01,2011-01,1,52000,Table,Dining Table,Wood,19164.7,188
BBDTBL-01,2010-06,1,52000,Table,Dining Table,Wood,15983.99,174
BBDTBL-02,2010-09,1,20000,Table,Dining Table,Wood,18254.68,179
BBDTBL-02,2011-06,1,38000,Table,Dining Table,Wood,19003.03,189
BBSCE-01,2013-05,1,28500,Cupboard,Showcase,Glass and Wood,25118.52,228
BBSFA-01,2015-03,1,20500,Sofa,Fabric ,Wood,30710.14,254
BBSFA-01,2011-05,1,40500,Sofa,Fabric ,Wood,19003.03,187
BBSFA-01,2013-12,1,42750,Sofa,Fabric ,Wood,27037.78,239
BBSFA-01,2017-01,1,42275,Sofa,Fabric ,Wood,36338.66,274
BBSFA-01,2015-07,1,61750,Sofa,Fabric ,Wood,32029.62,263
BBSFA-13,2014-03,1,34000,Sofa,Cane,Wood,28078.99,239
BBTBL-01,2010-09,1,4300,Table,Stool,Wood,18254.68,179
BBTBL-01,2011-10,1,4085,Table,Stool,Wood,21990.07,198
BBTBL-01,2010-09,1,4300,Table,Stool,Wood,18254.68,179
BBTBL-02,2010-12,1,5600,Table,Stool,Wood,19417.94,185
BBTBL-03,2013-07,1,4500,Table,Stool,Wood,27061.45,235
BBTBL-04,2013-12,2,12350,Table,Stool,Wood,27037.78,239
BBTBL-05,2010-10,1,10800,Table,Study Table,Wood,19417.94,181
BBTBL-05,2013-04,1,13500,Table,Study Table,Wood,25118.52,226
BBTBL-05,2012-08,1,12000,Table,Study Table,Wood,23568.64,214
BBTBL-06,2010-07,1,10500,Table,Study Table,Wood,18254.68,178
BBTBL-08,2012-11,2,11210,Table,Side Table,Wood,24562.2,218
BBTBL-08,2010-10,2,11020,Table,Side Table,Wood,19417.94,181
BBTBL-08,2012-11,1,5900,Table,Side Table,Wood,24562.2,218
BBTBL-08,2012-11,1,5900,Table,Side Table,Wood,24562.2,218
BBTBL-09,2017-07,2,4000,Table,Stool,Wood,38942.17,285
BBTBL-09,2017-01,1,1762.2,Table,Stool,Wood,36338.66,274
BBTBL-09,2010-10,1,1778,Table,Stool,Wood,19417.94,181
BBTBL-11,2011-07,1,29000,Table,Roll Top Table,Wood,20911.66,193
BBTBL-11,2011-10,1,27000,Table,Roll Top Table,Wood,21990.07,198
BHNA-934,2015-11,1,1387,Home Decor,,Wood,32025.23,270
BHNA-99,2015-03,1,338,Home Decor,,Wood,30710.14,254
BHNA-A233,2015-05,1,380,Home Decor,,Wood,30901.48,258
BHNA-A233,2016-10,1,334.81,Home Decor,,Wood,35688.54,278
BHNA-A233,2016-05,1,380,Home Decor,,Wood,33911.15,275
BHNA-A233,2015-03,1,338,Home Decor,,Wood,30710.14,254
BHNA-A233,2015-09,1,321.1,Home Decor,,Wood,32029.62,266
BHNA-A28,2016-03,1,1420,Home Decor,,Wood,33637.66,268
BHNA-A78,2016-03,1,1890,Home Decor,,Wood,33637.66,268
BHNA-V14,2015-05,1,816.3,Home Decor,,Wood,30901.48,258
BHNA-V18,2016-12,1,1325,Home Decor,,Wood,35688.54,275
BHNA-V19,2015-04,1,1071,Home Decor,,Wood,30901.48,256
BHNA-V19,2017-10,1,6150,Home Decor,,Wood,39508.25,287
BHNA-V23,2015-05,1,1035,Home Decor,,Wood,30901.48,258
Bench,2017-12,1,12350,Chair,Bench,Wood,39508.25,286
CCPO003,2017-04,1,484.61,Home Decor,,Wood,37034.64,277
CH-JD-/04-17/BST-HW/1,2017-08,1,7200,Home Decor,,Wood,38942.17,285
CH-JD-12/17-WDN,2017-03,1,18500,Cupboard,Cabinet,Wood,36338.66,275
CH-JD-6/17-WDN,2017-01,1,20425,Home Decor,,Wood,36338.66,274
CH-JD-6/17-WDN,2017-02,1,18525,Home Decor,,Wood,36338.66,274
CH-JD-CNSLE,2017-10,1,19760,Home Decor,,Wood,39508.25,287
