1,4,488.89,33911.15,271,11,1,12
1,6,488.89,33911.15,277,11,1,12
1,3,440.55,36338.66,275,11,1,12
1,4,488.89,33911.15,271,11,1,12
1,1,2311.14,33637.66,269,11,38,3
2,1,4960.01,33637.66,269,11,38,3
1,6,3800,33911.15,277,11,38,3
1,7,1932.3,38942.17,285,11,38,3
1,4,2311.14,33911.15,271,11,38,3
1,8,1422.23,35178.57,278,11,1,12
1,10,1409.76,35688.54,278,11,1,12
2,5,2844.48,33911.15,275,11,1,12
1,2,945,36338.66,274,11,1,12
2,8,1409.76,35178.57,278,11,1,12
1,4,711.11,33911.15,271,11,1,12
1,12,749,35688.54,275,11,38,3
1,8,755.65,35178.57,278,11,38,3
4,2,3230,36338.66,274,11,38,3
4,5,3400,37034.64,278,11,38,3
2,10,8000,35688.54,278,11,38,3
1,6,3000,33911.15,277,11,38,3
1,3,3222.61,36338.66,275,11,38,3
1,6,3657.5,33911.15,277,11,38,3
1,3,3378,33637.66,268,11,38,3
2,2,6000,36338.66,274,11,38,3
1,2,2643.3,36338.66,274,11,38,3
1,3,2666.67,33637.66,268,11,38,3
2,8,7200,38942.17,285,11,1,12
1,8,2600,38942.17,285,11,1,12
1,10,1650,39508.25,287,11,1,12
1,5,1650,37034.64,278,11,1,12
1,5,1466.68,33911.15,275,11,1,12
1,10,5800,39508.25,287,11,1,12
2,12,10220.76,35688.54,275,11,1,12
5,12,5225,32025.23,269,11,1,12
1,7,710,38942.17,285,11,1,12
1,7,710,38942.17,285,11,1,12
1,7,601.73,38942.17,285,11,1,12
1,10,710,39508.25,287,11,1,12
1,9,600,38942.17,285,11,1,12
1,8,710,38942.17,285,11,1,12
1,8,805,38942.17,285,11,1,12
1,8,710,38942.17,285,11,1,12
1,7,601.72,38942.17,285,11,1,12
1,7,710,38942.17,285,11,1,12
1,9,710,38942.17,285,11,1,12
1,9,10800,18254.68,179,6,14,12
1,11,524.25,35688.54,277,11,1,12
1,7,13300,38942.17,285,5,8,12
1,7,15675,38942.17,285,11,1,12
1,10,43225,39508.25,287,5,62,12
1,8,48450,38942.17,285,5,62,12
2,6,20475,37034.64,280,5,62,12
1,8,41400,38942.17,285,5,62,12
1,7,11400,38942.17,285,11,1,12
1,9,10000,38942.17,285,5,8,12
1,3,3376.2,33637.66,268,11,1,12
1,12,1130.11,35688.54,275,11,1,12
1,11,2471.7,35688.54,277,11,1,12
1,10,550,39508.25,287,11,1,12
2,5,10844.58,33911.15,275,11,1,12
1,4,978,30901.48,256,11,1,12
1,8,1100,32029.62,264,11,1,12
1,7,11000,18254.68,178,11,3,12
1,1,9900,16455.38,172,11,3,12
1,8,19950,20911.66,194,11,3,12
1,1,17670,24413.77,221,11,3,12
1,12,3524.4,35688.54,275,11,3,12
1,1,5700,30710.14,254,11,3,12
1,3,5700,21874.02,201,11,3,12
1,3,13000,16455.38,170,19,28,12
1,4,42000,33911.15,271,6,55,12
1,1,34920,19164.7,188,6,55,12
1,9,45600,32029.62,266,6,55,12
1,3,45000,33637.66,268,6,55,12
1,3,25500,16455.38,170,6,55,12
1,3,33000,16455.38,170,6,55,12
1,5,37800,19003.03,187,6,55,12
1,11,36900,21990.07,199,6,55,12
1,6,39900,22022.07,208,6,55,12
1,3,40000,33637.66,268,6,55,12
1,8,20500,18254.68,178,6,55,12
4,6,24000,15983.99,174,5,18,12
2,6,12000,15983.99,174,5,18,12
2,8,11400,29403.64,253,5,18,12
1,8,13500,20911.66,194,5,61,12
1,5,9025,25118.52,228,5,18,12
1,6,9025,22022.07,208,5,18,12
2,5,17100,19003.03,187,5,18,12
2,2,10000,16455.38,170,5,18,12
1,2,9500,16455.38,170,5,18,12
1,8,38000,20911.66,194,22,26,12
1,10,14850,24562.2,217,10,1,12
1,11,35000,32025.23,270,11,1,12
1,7,13110,20911.66,193,6,59,5
1,7,13800,20911.66,193,6,59,5
1,11,13800,24562.2,218,6,59,5
1,10,13500,19417.94,181,6,59,5
1,11,13160,19417.94,182,6,59,5
1,10,14250,24562.2,217,6,59,5
1,11,19000,24562.2,218,6,55,12
1,6,24000,15983.99,174,6,55,12
1,4,12600,22022.07,205,22,23,12
1,7,18050,20911.66,193,22,23,12
2,9,11400,20911.66,197,22,7,12
1,12,2900,32025.23,269,11,42,2
1,8,13300,35178.57,278,5,63,12
1,10,13300,24562.2,217,5,63,12
1,1,881.1,36338.66,274,11,1,12
1,12,150,39508.25,286,11,1,12
1,1,2400,33637.66,269,11,1,12
1,1,678,30710.14,254,11,1,12
1,9,4750,38942.17,285,11,1,12
2,12,520,39508.25,286,11,1,12
1,4,440.55,37034.64,277,11,1,12
1,10,470,39508.25,287,11,1,12
1,1,330,33637.66,269,11,1,12
3,9,1500,38942.17,285,11,1,12
2,7,107,32029.62,263,11,1,12
3,12,300,39508.25,286,11,1,12
8,8,480,32029.62,264,11,1,12
16,7,864,32029.62,263,11,1,12
2,6,200,37034.64,280,11,1,12
6,8,317.22,38942.17,285,11,1,12
6,5,317.22,37034.64,278,11,1,12
4,5,211.48,37034.64,278,11,1,12
2,9,105.72,38942.17,285,11,1,12
2,4,105.74,37034.64,277,11,1,12
8,6,422.96,37034.64,280,11,1,12
6,4,1057.32,37034.64,277,11,1,12
27,6,1427.49,37034.64,280,11,1,12
1,6,60,37034.64,280,11,1,12
9,6,475.83,37034.64,280,11,1,12
6,12,360,39508.25,286,11,1,12
2,8,105.74,38942.17,285,11,1,12
4,9,211.44,38942.17,285,11,1,12
6,9,360,38942.17,285,11,1,12
6,6,317.22,37034.64,280,11,1,12
16,9,845.92,38942.17,285,11,1,12
4,5,211.48,37034.64,278,11,1,12
28,5,1480.36,37034.64,278,11,1,12
8,5,422.96,37034.64,278,11,1,12
12,9,634.44,38942.17,285,11,1,12
4,4,211.44,37034.64,277,11,1,12
2,11,105.74,39508.25,288,11,1,12
8,9,480,38942.17,285,11,1,12
6,5,317.22,37034.64,278,11,1,12
1,3,1013.65,30710.14,254,11,1,12
1,7,950,32029.62,263,11,1,12
1,12,1615,32025.23,269,11,1,12
1,8,6000,32029.62,264,11,1,12
1,1,7000,36338.66,274,11,1,12
1,10,7000,35688.54,278,11,1,12
1,2,7000,36338.66,274,11,1,12
2,11,7930,35688.54,277,11,1,12
1,12,3964,35688.54,275,11,1,12
4,12,15856,35688.54,275,11,1,12
1,1,3964.95,36338.66,274,11,1,12
1,12,4500,35688.54,275,11,1,12
2,12,9000,35688.54,275,11,1,12
2,11,13200,35688.54,277,11,1,12
2,6,11101.86,37034.64,280,11,1,12
1,6,4500,37034.64,280,11,1,12
2,5,9000,37034.64,278,11,1,12
1,1,799,36338.66,274,11,1,12
1,7,753.77,38942.17,285,11,1,12
2,1,1950,28078.99,237,1,1,1
2,10,666,32025.23,269,11,1,12
1,9,3500,38942.17,285,11,1,12
1,12,1900,39508.25,286,11,1,12
1,11,60,39508.25,288,11,1,12
9,7,457.65,38942.17,285,11,1,12
1,9,60,38942.17,285,11,1,12
3,10,180,39508.25,287,11,1,12
1,1,3325,19164.7,188,22,65,12
1,11,2375,27037.78,243,22,65,12
1,7,222.22,32029.62,263,11,1,12
1,2,444.5,30710.14,253,11,1,12
1,1,500,36338.66,274,11,1,12
1,8,1500,38942.17,285,11,1,12
1,12,4000,39508.25,286,11,1,12
1,8,1000,32029.62,264,11,1,12
1,1,5940,16455.38,172,16,1,5
1,11,3000,21990.07,199,16,1,5
1,2,5000,28078.99,238,22,44,12
1,4,9900,15983.99,170,5,62,12
1,7,20000,23568.64,212,5,62,12
1,11,11000,19417.94,182,5,62,12
1,9,32000,32029.62,266,5,62,12
1,11,12150,21990.07,199,5,62,12
1,8,19000,27061.45,237,5,62,12
1,9,14725,27061.45,238,19,17,12
1,4,32300,19003.03,186,6,59,5
6,9,33000,18254.68,179,5,61,12
1,12,10500,19417.94,185,5,61,12
1,8,12000,20911.66,194,5,61,12
4,6,24700,19003.03,189,5,18,12
2,7,12350,20911.66,193,5,18,12
2,7,12350,20911.66,193,5,18,12
2,1,12540,19164.7,188,5,61,12
1,2,14725,24413.77,223,22,60,12
1,3,14725,24413.77,224,22,60,12
1,1,52000,19164.7,188,22,26,12
1,6,52000,15983.99,174,22,26,12
1,9,20000,18254.68,179,22,26,12
1,6,38000,19003.03,189,22,26,12
1,5,28500,25118.52,228,6,59,5
1,3,20500,30710.14,254,19,29,12
1,5,40500,19003.03,187,19,29,12
1,12,42750,27037.78,239,19,29,12
1,1,42275,36338.66,274,19,29,12
1,7,61750,32029.62,263,19,29,12
1,3,34000,28078.99,239,19,17,12
1,9,4300,18254.68,179,22,65,12
1,10,4085,21990.07,198,22,65,12
1,9,4300,18254.68,179,22,65,12
1,12,5600,19417.94,185,22,65,12
1,7,4500,27061.45,235,22,65,12
2,12,12350,27037.78,239,22,65,12
1,10,10800,19417.94,181,22,66,12
1,4,13500,25118.52,226,22,66,12
1,8,12000,23568.64,214,22,66,12
1,7,10500,18254.68,178,22,66,12
2,11,11210,24562.2,218,22,60,12
2,10,11020,19417.94,181,22,60,12
1,11,5900,24562.2,218,22,60,12
1,11,5900,24562.2,218,22,60,12
2,7,4000,38942.17,285,22,65,12
1,1,1762.2,36338.66,274,22,65,12
1,10,1778,19417.94,181,22,65,12
1,7,29000,20911.66,193,22,56,12
1,10,27000,21990.07,198,22,56,12
1,11,1387,32025.23,270,11,1,12
1,3,338,30710.14,254,11,1,12
1,5,380,30901.48,258,11,1,12
1,10,334.81,35688.54,278,11,1,12
1,5,380,33911.15,275,11,1,12
1,3,338,30710.14,254,11,1,12
1,9,321.1,32029.62,266,11,1,12
1,3,1420,33637.66,268,11,1,12
1,3,1890,33637.66,268,11,1,12
1,5,816.3,30901.48,258,11,1,12
1,12,1325,35688.54,275,11,1,12
1,4,1071,30901.48,256,11,1,12
1,10,6150,39508.25,287,11,1,12
1,5,1035,30901.48,258,11,1,12
1,12,12350,39508.25,286,5,8,12
1,4,484.61,37034.64,277,11,1,12
1,8,7200,38942.17,285,11,1,12
1,3,18500,36338.66,275,6,14,12
1,1,20425,36338.66,274,11,1,12
1,2,18525,36338.66,274,11,1,12
1,10,19760,39508.25,287,11,1,12
1,10,25935,39508.25,287,11,1,12
1,1,25935,36338.66,274,11,1,12
1,9,8645,38942.17,285,11,1,12
1,8,12500,38942.17,285,11,1,12
1,10,19000,39508.25,287,11,1,12
1,9,7200,38942.17,285,11,1,12
1,10,13050,39508.25,287,11,1,12
1,11,533.34,35688.54,277,11,1,12
1,11,1110,35688.54,277,11,1,12
2,8,2222.22,35178.57,278,11,1,12
1,1,1250,33637.66,269,11,1,12
1,12,1111,32025.23,269,11,1,12
1,11,845.86,39508.25,288,11,1,12
1,1,750,33637.66,269,11,1,12
1,12,300,39508.25,286,11,1,12
1,6,800,30901.48,261,11,1,12
1,9,3111.15,35178.57,277,11,1,12
1,11,1778,35688.54,277,11,1,12
1,9,3500,35178.57,277,11,1,12
1,11,500,32025.23,270,11,1,12
1,12,2955.45,21990.07,197,22,23,12
1,1,2200,30710.14,254,11,1,12
2,1,381.2,30710.14,254,11,1,12
1,11,190.5,32025.23,270,11,1,12
1,1,85.5,30710.14,254,11,1,12
1,10,60,39508.25,287,11,1,12
1,1,533,30710.14,254,11,38,3
1,9,2025,38942.17,285,11,1,12
4,12,6577.8,32025.23,269,11,1,12
2,7,3600,38942.17,285,11,1,12
1,10,1435.56,35688.54,278,11,1,12
3,9,5400,38942.17,285,11,1,12
1,2,900,36338.66,274,11,1,12
1,1,1511,30710.14,254,11,1,12
1,1,1700,30710.14,254,11,1,12
2,4,2666.68,30901.48,256,11,1,12
1,11,800,32025.23,270,11,38,3
2,3,1600,33637.66,268,11,38,3
2,3,1710,33637.66,268,11,38,3
2,6,1600,30901.48,261,11,38,3
1,1,400,30710.14,254,11,38,3
1,4,800,33911.15,271,11,38,3
1,4,800,33911.15,271,11,38,3
1,1,800,33637.66,269,11,38,3
1,1,800,33637.66,269,11,38,3
1,8,800,35178.57,278,11,38,3
8,2,5011.7,33637.66,267,11,38,3
2,3,1800,30710.14,254,11,38,3
1,8,1400,38942.17,285,11,1,12
1,2,600,36338.66,274,11,1,12
1,2,1400,36338.66,274,11,1,12
1,8,600,38942.17,285,11,1,12
1,8,600,38942.17,285,11,1,12
2,7,1500,38942.17,285,11,1,12
1,12,750,39508.25,286,11,1,12
1,12,200,39508.25,286,11,1,12
2,4,352.44,37034.64,277,11,1,12
1,8,176.22,38942.17,285,11,1,12
1,6,176.22,37034.64,280,11,1,12
1,4,176.22,37034.64,277,11,1,12
1,3,176.22,36338.66,275,11,1,12
1,9,350,38942.17,285,11,1,12
2,10,600,39508.25,287,11,1,12
2,8,1306,38942.17,285,11,1,12
2,1,120,36338.66,274,11,1,12
10,9,600,38942.17,285,11,1,12
5,1,238.5,33637.66,269,11,1,12
2,11,100,32025.23,270,11,1,12
1,3,60,36338.66,275,11,1,12
3,2,180,36338.66,274,11,1,12
1,7,50.85,38942.17,285,11,1,12
1,6,52.86,37034.64,280,11,1,12
2,8,100,32029.62,264,11,1,12
1,9,60,38942.17,285,11,1,12
1,5,60,37034.64,278,11,1,12
2,6,120,37034.64,280,11,1,12
5,12,250,35688.54,275,11,1,12
1,3,58,33637.66,268,11,1,12
1,3,57,33637.66,268,11,1,12
1,3,60,33637.66,268,11,1,12
1,12,120,39508.25,286,11,1,12
6,9,360,38942.17,285,11,1,12
2,2,120,36338.66,274,11,1,12
1,7,50.85,38942.17,285,11,1,12
1,10,50,32025.23,269,11,1,12
2,6,100,30901.48,261,11,1,12
2,7,120,32029.62,263,11,1,12
1,5,52.87,37034.64,278,11,1,12
2,7,101.7,38942.17,285,11,1,12
1,10,8300,35688.54,278,11,1,12
5,11,19000,28854.1,253,11,1,12
1,4,18300,33911.15,271,11,1,12
1,12,16267,32025.23,269,11,1,12
1,7,17385,35178.57,280,11,1,12
1,1,16267.22,30710.14,254,11,1,12
1,11,36600,32025.23,270,11,1,12
1,1,25175,33637.66,269,11,1,12
1,8,36337.5,35178.57,278,11,1,12
1,4,8800,33911.15,271,11,1,12
1,1,11000,33637.66,269,11,1,12
1,1,13200,36338.66,274,11,1,12
1,7,12540,35178.57,280,11,1,12
1,4,17195,37034.64,277,22,23,8
1,4,11115,37034.64,277,22,23,8
1,2,2000,30710.14,253,11,1,12
3,1,6000,30710.14,254,11,1,12
1,9,1321.65,35178.57,277,11,1,12
1,12,3022.33,32025.23,269,11,1,12
2,3,7111.12,30710.14,254,11,1,12
1,10,4405.5,39508.25,287,11,1,12
2,9,1407.98,38942.17,285,11,1,12
1,12,400.9,39508.25,286,11,1,12
1,12,703.99,39508.25,286,11,1,12
1,9,425,38942.17,285,11,1,12
1,7,360.18,38942.17,285,11,1,12
1,6,3325,37034.64,280,11,1,12
2,4,925.14,37034.64,277,11,1,12
1,7,462.57,38942.17,285,11,1,12
1,7,374.46,38942.17,285,11,1,12
1,5,374.46,37034.64,278,11,1,12
2,5,748.92,37034.64,278,11,1,12
2,7,1906.88,38942.17,285,11,1,12
1,7,1804.05,38942.17,285,11,1,12
2,8,1250,38942.17,285,11,1,12
2,2,1890,36338.66,274,11,1,12
1,5,968.33,37034.64,278,11,1,12
1,10,1519.9,39508.25,287,11,1,12
2,7,3105,38942.17,285,11,1,12
1,10,1519.9,39508.25,287,11,1,12
1,6,1141.02,37034.64,280,11,1,12
2,2,2590,36338.66,274,11,1,12
1,5,615.88,37034.64,278,11,1,12
1,2,699,36338.66,274,11,1,12
2,5,879.34,37034.64,278,11,1,12
2,8,835.37,38942.17,285,11,1,12
2,7,572.72,38942.17,285,11,1,12
2,8,544.08,38942.17,285,11,1,12
1,8,1924.37,38942.17,285,11,1,12
1,9,924.27,38942.17,285,11,1,12
1,10,899,39508.25,287,11,1,12
1,6,969.21,37034.64,280,11,1,12
1,6,425,37034.64,280,11,1,12
2,10,2290,39508.25,287,11,1,12
1,12,1008.85,39508.25,286,11,1,12
1,11,1245,39508.25,288,11,1,12
1,5,5500,37034.64,278,11,1,12
1,9,6667,32029.62,266,11,1,12
1,1,756,30710.14,254,11,1,12
1,11,756,32025.23,270,11,1,12
1,10,755.11,32025.23,269,11,1,12
1,11,889,32025.23,270,11,1,12
1,1,1000,30710.14,254,11,1,12
1,11,950,32025.23,270,11,1,12
1,1,888.89,30710.14,254,11,1,12
1,1,889,30710.14,254,11,1,12
1,1,888.89,30710.14,254,11,1,12
1,9,1200,32029.62,266,11,1,12
1,1,1200,30710.14,254,11,1,12
1,1,1066.67,30710.14,254,11,1,12
1,1,1200,30710.14,254,11,1,12
1,1,1067,30710.14,254,11,1,12
1,10,1156,32025.23,269,11,1,12
1,1,1333.3,30710.14,254,11,1,12
1,1,1333.33,30710.14,254,11,1,12
1,3,1333.33,30710.14,254,11,1,12
1,1,1333.33,30710.14,254,11,1,12
1,2,1333.33,30710.14,253,11,1,12
1,1,400.2,30710.14,254,11,1,12
2,3,888.88,30710.14,254,11,1,12
1,3,500,33637.66,268,11,1,12
1,1,444,30710.14,254,11,1,12
1,4,444.44,30901.48,256,11,1,12
2,1,2400,30710.14,254,11,1,12
1,4,425,33911.15,271,11,1,12
1,12,755.56,32025.23,269,11,1,12
1,4,756,30901.48,256,11,1,12
3,4,2268,30901.48,256,11,1,12
2,11,1510,32025.23,270,11,1,12
1,11,756,32025.23,270,11,1,12
2,1,1500,30710.14,254,11,1,12
1,11,756,32025.23,270,11,1,12
2,5,560,30901.48,258,11,1,12
4,10,1244,32025.23,269,11,1,12
1,2,311.11,30710.14,253,11,1,12
2,1,3200,30710.14,254,11,1,12
1,4,1800,30901.48,256,11,1,12
1,9,1600,32029.62,266,11,1,12
1,4,1600,30901.48,256,11,1,12
1,10,1600,32025.23,269,11,1,12
2,10,2185,32025.23,269,11,1,12
1,12,1022,32025.23,269,11,1,12
1,10,3500,32025.23,269,11,1,12
1,6,1333.33,30901.48,261,11,1,12
1,3,3110.31,30710.14,254,11,1,12
1,10,3500,32025.23,269,11,1,12
1,10,2500,32025.23,269,11,1,12
1,2,2222.22,30710.14,253,11,1,12
2,6,2850,30901.48,261,11,1,12
1,10,2222.4,32025.23,269,11,1,12
1,2,1333.05,30710.14,253,11,1,12
1,9,1500,32029.62,266,11,1,12
1,3,1500,30710.14,254,11,1,12
1,5,1333.33,30901.48,258,11,1,12
2,1,3288,30710.14,254,11,1,12
1,12,1645,32025.23,269,11,1,12
2,2,3330,30710.14,253,11,1,12
2,1,1500,30710.14,254,11,1,12
1,1,666,30710.14,254,11,1,12
1,1,756,30710.14,254,11,1,12
1,2,807.5,30710.14,253,11,1,12
1,6,850,30901.48,261,11,1,12
1,11,425,35688.54,277,11,1,12
1,6,1710,30901.48,261,11,1,12
1,10,1600,32025.23,269,11,1,12
1,4,1600,33911.15,271,11,1,12
1,1,1200,33637.66,269,11,1,12
2,10,2565,32025.23,269,11,1,12
1,11,1200,32025.23,270,11,1,12
1,5,1250,30901.48,258,11,1,12
1,1,1111.11,33637.66,269,11,1,12
2,10,2280,32025.23,269,11,1,12
1,6,1092.5,30901.48,261,11,1,12
1,10,2222.22,32025.23,269,11,1,12
1,10,2222.22,32025.23,269,11,1,12
2,3,382,30710.14,254,11,1,12
2,6,400,30901.48,261,11,1,12
1,11,190.5,32025.23,270,11,1,12
3,4,573,30901.48,256,11,1,12
1,1,190,30710.14,254,11,1,12
4,10,760.2,32025.23,269,11,1,12
1,4,489,30901.48,256,11,1,12
1,4,489,30901.48,256,11,1,12
1,3,550,30710.14,254,11,1,12
1,3,550,30710.14,254,11,1,12
1,4,488,30901.48,256,11,1,12
1,10,495,32025.23,269,11,1,12
1,4,444.33,30901.48,256,11,1,12
1,1,674.04,36338.66,274,11,1,12
1,7,631.11,32029.62,263,11,1,12
1,4,2970,37034.64,277,11,1,12
1,3,888,30710.14,254,11,1,12
1,1,850,30710.14,254,11,1,12
1,12,756,32025.23,269,11,1,12
1,3,949,30710.14,254,11,1,12
2,1,1352,30710.14,254,11,1,12
1,1,760,30710.14,254,11,1,12
1,11,1350,32025.23,270,11,1,12
2,6,1688,30901.48,261,11,1,12
1,7,1100,38942.17,285,11,1,12
1,11,985,32025.23,270,11,1,12
1,2,876,30710.14,253,11,1,12
1,9,886.5,32029.62,266,11,1,12
1,4,1555,30901.48,256,11,1,12
1,9,1399.5,32029.62,266,11,1,12
1,7,1750,32029.62,263,11,1,12
1,9,1600,32029.62,266,11,1,12
1,12,719,39508.25,286,11,1,12
1,10,5000,39508.25,287,11,1,12
1,6,150,37034.64,280,11,1,12
1,12,150,39508.25,286,11,1,12
1,12,150,39508.25,286,11,1,12
1,7,150,38942.17,285,11,1,12
1,5,15120,30901.48,258,22,23,12
1,9,80,18254.68,179,6,14,12
1,11,80,19417.94,182,6,14,12
1,12,9090,28854.1,253,6,14,12
2,1,427.5,19164.7,188,6,14,12
1,2,225,19164.7,185,6,14,12
8,3,9200,19164.7,185,6,14,12
1,2,1092.5,19164.7,185,6,14,12
1,5,1150,19003.03,187,6,14,12
1,12,1150,19417.94,185,6,14,12
1,8,1150,23568.64,214,6,14,12
1,10,1035,21990.07,198,6,14,12
1,4,1000,22022.07,205,6,14,12
1,8,1000,23568.64,214,6,14,12
1,6,12825,28706.07,246,6,14,12
1,12,1035,21990.07,197,6,14,12
1,9,1150,23568.64,215,6,14,12
1,7,1300.01,23568.64,212,6,14,12
1,11,4750,39508.25,288,6,14,12
1,9,9975,29403.64,253,6,14,12
1,11,5700,28854.1,253,6,14,12
1,4,6435.65,37034.64,277,12,43,9
3,5,675,19003.03,187,12,43,9
1,4,12376.24,28706.07,242,12,43,9
1,1,22400,30710.14,254,6,14,12
1,4,17100,33911.15,271,6,14,12
1,3,600,24413.77,224,11,15,12
1,5,311,25118.52,228,6,55,12
1,5,25000,28706.07,244,6,55,12
1,6,311.11,25118.52,231,6,55,12
1,5,6399.9,30901.48,258,11,1,12
1,9,25555,29403.64,253,6,14,12
1,12,24210,28854.1,253,6,14,12
3,2,840.75,19164.7,185,6,14,12
1,5,295,19003.03,187,6,14,12
1,1,280.25,19164.7,188,6,14,12
1,2,295,19164.7,185,6,14,12
1,12,262,19417.94,185,24,21,12
1,11,295,19417.94,182,24,21,12
1,2,295,19164.7,185,24,21,12
1,5,67,19003.03,187,11,41,12
1,4,70,19003.03,186,11,41,12
1,5,71,19003.03,187,11,41,12
1,9,1000,38942.17,285,11,41,12
1,12,65,21990.07,197,11,41,12
1,4,75,19003.03,186,11,41,12
1,10,3500,32025.23,269,11,1,12
3,9,1266.03,32029.62,266,11,1,12
2,9,1244,20911.66,197,11,46,12
1,6,760,28706.07,246,11,46,12
2,5,1600,28706.07,244,11,46,12
1,5,800,28706.07,244,11,46,12
1,6,720,28706.07,246,11,46,12
2,6,1600,28706.07,246,11,46,12
1,4,900,28706.07,242,11,46,12
1,10,800,28854.1,253,11,46,12
1,2,945,36338.66,274,11,1,12
2,8,1600,35178.57,278,11,1,12
1,8,2550,32029.62,264,11,10,10
1,12,1982.47,35688.54,275,11,10,10
2,11,3200,32025.23,270,11,1,12
1,1,2178,19164.7,188,21,1,12
1,9,14256,29403.64,253,22,66,12
1,1,19000,30710.14,254,22,66,12
1,6,19190,28706.07,246,21,1,12
1,7,17100,29403.64,252,21,1,12
1,2,16150,36338.66,274,5,8,12
