,Item Code,Category,Type,Material
1763,H2H0716-52 -- W/C TABLE,Table,Coffee Table,Wood
1764,H2H0915-52 -- W/C COFFEE TABLE,Table,Coffee Table,Wood
1765,H2H0215-07 -- W/c 6 Drawer Coffee Table,Table,Coffee Table,Wood
1766,H2H0215-53 -- W/c Coffee Table,Table,Coffee Table,Wood
1767,H2H0716-14 -- TABLE WITH GLASS,Table,Coffee Table,Glass and Wood
1768,H2H0215-75 -- W/c Coffee Table teak wood with Iron stand Black color,Table,Coffee Table,Metal and Wood
1769,SI1013-09 -- Chair Painted,Chair,Sitting Chair,Wood
1770,LAP1013-49 -- Small Chair,Chair,Sitting Chair,Wood
1771,MAE0915-25 -- Baby Chair,Chair,Sitting Chair,Wood
1772,LAP0914-53 -- Chaurang S/3 Big,Bajot,Chaurangi,Wood
1773,SLPAT-01 -- Old Burma Teak Pat,Bajot,Pidda,Wood
1774,LAP0317-142 -- Wdn. Pida,Bajot,Pidda,Wood
1775,H2H1013-019 -- Pida Stool,Bajot,Pidda,Wood
1776,LAP1013-51 -- W/D BAJOT CERAMIN TILE FTD,Bajot,Regular,Stone and Wood
1777,LAP0317-141 -- Wdn. Pida,Bajot,Pidda,Wood
1778,AC-JDH-04-2017-BJT-HW-5 of 6 -- Bajot. Star.Assorted price & Size,Bajot,Regular,Wood
1779,MAE0915-31 -- Old wooden Pat,Bajot,Pidda,Wood
1780,MSCHT-02 -- Old Burma Teak Chest,Trunk,Chest,Wood
1781,PCZCOD-01 -- Painted wooden Chest of Drawer,Trunk,Chest,Wood
1782,MSCOD-01 -- Old Burma teak Chest of Drawer wth Mirror,Trunk,Chest,Glass and Wood
1783,LSCHST-03 -- Old Burma teak Chest,Trunk,Chest,Wood
1784,MSCHT-01 -- Old Burma Teak Chest (writting chest),Trunk,Chest,Wood
1785,MAE0915-27 -- Old wooden Drawer Chest,Trunk,Chest,Wood
1786,H2H0915-24 -- W/c 2 Drawer Desk,Trunk,Chest,Wood
1787,SA-SHM-CD -- CHEST OF DRAWER,Trunk,Chest,Wood
1788,RCC0914-12 -- Handcrafted Iron chest Of Drawer,Trunk,Chest,Metal and Wood
1789,JAC0715-17 -- Drawer chest 6 drawer Iron,Trunk,Chest,Metal and Wood
1790,LAP0715-04 -- Wooden 4 Drawer Chest Teak wood,Trunk,Chest,Wood
1791,H2H0716-78 -- W/C BOX,Home Decor,Box,Wood
1792,GH-09 -- Kutchi Manjoos Damchi,Cupboard,Cabinet,Wood
1793,MAE0915-52 -- South box,Home Decor,Box,Wood
1794,SA-OLD-PT-01 -- OLD PITARA TEAKWOOD,Trunk,Pitara,Wood
1795,LCSHT-01 -- Old Burma teak Chest.,Trunk,Chest,Wood
1796,RCHT-11 -- Old Burma Teak Chet,Trunk,Chest,Wood
1797,LAP0716-18 -- Wooden Old Pitara,Trunk,Pitara,Wood
1798,LAP0317-11 -- WD TEAK BOX BRASS FTD,Home Decor,Box,Wood
1799,SLCHST-09 -- Old Mohagany wood Chest,Trunk,Chest,Wood
1800,LAP0715-05 -- Wooden Chest Teak Brass,Trunk,Chest,Metal and Wood
1801,SLCHST-11 -- Old Burma teak Chest,Trunk,Chest,Wood
1802,MAE0915-28 -- Wooden painted Box,Home Decor,Box,Wood
1803,RCHT-07 -- Burma teak old chest,Trunk,Chest,Wood
1804,LAP0716-14 -- 2 Drawer Chest,Trunk,Chest,Wood
1805,RCHT-08 -- Burma teak old chest,Trunk,Chest,Wood
1806,LAP0716-25 -- Box Light White Rustic,Trunk,Chest,Wood
1807,LAP0716-24 -- Box Light Blue Rustic,Trunk,Chest,Wood
1808,RCHT-05 -- Burma teak old chest,Trunk,Chest,Wood
1809,H2H0915-01 -- W/c Raw Mango Trunk,Trunk,Chest,Wood
1810,RCHT-03 -- Burma teak old chest,Trunk,Chest,Wood
1811,SLTSTD-02 -- Burma Teak Towel Stand,Stand,Towel Stand,Wood
1812,LAP0317-01 -- WD CANSOLE RUSTICK,Table,Console,Wood
1813,H2H0716-105 -- W/C CONSOLE,Table,Console,Wood
1814,SA-AQLCTBL-01 -- Rose wood Marble Top Consale Table,Table,Console,Wood
1815,GNTBL-01 -- burma teak Console,Table,Console,Wood
1816,MMTBL-08 -- Burma Teak Console table,Table,Console,Wood
1817,MAE0916-01 -- Iron Wooden consale Table,Table,Console,Metal and Wood
1818,MAE0915-37 -- Wood Consale Table,Table,Console,Wood
1819,LAP0715-02 -- Wooden 2 Drawer Console Brass Fitted,Table,Console,Wood
1820,MAE0215-04 -- Consale Table,Table,Console,Wood
1821,MAE0215-06 -- Consale Table,Table,Console,Wood
1822,LAP0317-21 -- WD TEAK 2PART MIX CARVING CUPBOARD,Cupboard,Regular,Wood
1823,MAE0915-14 -- Old wooden Show case,Cupboard,Showcase,Glass and Wood
1824,LAP0215-13 -- Wooden Almirah,Cupboard,Regular,Wood
1825,SLCBD-04 -- Old Burma Teak Cupboard,Cupboard,Regular,Wood
1826,SLCBD-07 -- Old Mohgany & rose  wood CupBord,Cupboard,Regular,Wood
1827,SLSCBRD-02 -- Old Burma Teak  wood  Show case,Cupboard,Showcase,Glass and Wood
1828,RSBRD-03 -- Burma teak Side Board,Cupboard,Cabinet,Wood
1829,AMCBD-05 -- Old Rose wood Mohgany chatai dsn cupboard,Cupboard,Regular,Wood
1830,GH-105 -- wooden Cupboard,Cupboard,Regular,Wood
1831,MSCSE-04 -- Old Burma Teak  Inlay Show Case Cupboard,Cupboard,Showcase,Glass and Wood
1832,JAC-08 -- Painted Cupboard,Cupboard,Regular,Wood
1833,LSSCSE-01 -- Old Burma Teak Book  case,Shelf,Book Shelf,Wood
1834,SLCBNT-19 -- Distress cupboard,Cupboard,Regular,Wood
1835,LSSCSE-03 -- Old Lazaras Burma teak Show case,Cupboard,Showcase,Glass and Wood
1836,RCBD-04 -- old burma teak cupboard (inlay work),Cupboard,Regular,Wood
1837,MSCBNT-01 -- Old Burma Teak Cabinet,Cupboard,Cabinet,Wood
1838,AMSCCBD-02 -- old Burma Teak tile Show case,Cupboard,Showcase,Glass and Wood
1839,SA-OLD-CUP-07 -- OLD BURMA TEAK CUPBOARD WITH GLASS,Cupboard,Regular,Glass and Wood
1840,SHMRK-02 -- Burma teak open Book Shelf,Shelf,Book Shelf,Wood
1841,SA-OLD-CUP-11 -- OLD ROSEWOOD AND TEAK GOA CUPBOARD WITH GLASS,Cupboard,Regular,Glass and Wood
1842,LSCBRD-01 -- Pannal Burma Teak Cupboard,Cupboard,Regular,Wood
1843,MAE0915-26 -- Wooden painted show case,Cupboard,Showcase,Glass and Wood
1844,SHMCBRD-01 -- Old Burma teak Cupboard,Cupboard,Regular,Wood
1845,SLSCCBD-03 -- Old Burma Teak Show Case,Cupboard,Showcase,Glass and Wood
1846,LSCBRD-03 -- Old Burma Teak Pannal Cupbord,Cupboard,Regular,Wood
1847,SHMSCE-02 -- Old Burma Teak Show case,Cupboard,Showcase,Glass and Wood
1848,MSSCBRD-01 -- Old Burma Teak Show Case Cupbord,Cupboard,Showcase,Glass and Wood
1849,SLCBD-14 -- Old Burma Teak Cupboard,Cupboard,Regular,Wood
1850,MAE0716-05 -- Cupboard,Cupboard,Regular,Wood
1851,RCBD-08 -- Old Rosewood Cupboard,Cupboard,Regular,Wood
1852,AMCBD-03 -- mohagany wood,Cupboard,Regular,Wood
1853,H2H0716-75 -- W/C 2 DOOR 1  SHELF CABINET,Cupboard,Cabinet,Wood
1854,LAP0716-10 --  CUPBOARD Old wood,Cupboard,Regular,Wood
1855,H2H0915-45 -- W/C TWO DR. TWO DOOR ALMIRAH,Cupboard,Regular,Wood
1856,MSCBRD-01 -- Burma Teak Show Case,Cupboard,Regular,Glass and Wood
1857,RCBD-10 -- Old Burma Teak Inlay Cupboard,Cupboard,Regular,Wood
1858,LSSCSE-02 -- Old Burma Teak Book Case,Shelf,Book Shelf,Wood
1859,SLSCCBD-01 -- Old Burma Teak Show Case,Cupboard,Showcase,Glass and Wood
1860,LSCBRD-06 -- Old Burma Teak Singale Door Cuboard,Cupboard,Regular,Wood
1861,SLSCCBD-02 -- Old  Burma Teak Show case,Cupboard,Showcase,Glass and Wood
1862,RCBD-14 -- Old Burma teak Cupboard,Cupboard,Regular,Wood
1863,BBCBRD-01 -- Old Rose Wood Show case Cupboard,Cupboard,Showcase,Glass and Wood
1864,SII013-03 -- Old Cabinet,Cupboard,Regular,Wood
1865,MAE0215-09 -- Almira,Cupboard,Regular,Wood
1866,MAE1216-29 -- Wdn. Craved Jali,Home Decor,Objects,Wood
1867,SKP-13 -- WOODEN AGARBATTI STANDS WITH ELEPHANTS PAINTING,Home Decor,Objects,Wood
1868,MH-JDH-04-2017-BOX-TIK-6 OF 14 -- Wooden Small Boxes with compatment,Home Decor,Box,Wood
1869,SKP-04 -- WOODEN KEY BOX,Home Decor,Box,Wood
1870,SAE0915-15 -- W/C Frame wth print,Frame,,Wood
1871,SAE0915-02 -- W/c Hook,Home Decor,Objects,Metal
1872,SAE0915-12 -- W/C Sign Hook,Home Decor,Objects,Metal
1873,JAC0914-16 -- Lantren Small,Home Decor,Lamp,Glass
1874,MAE1216-40 -- wooden Grinder,Home Decor,Objects,Wood
1875,MAE1216-15 -- Wooden Artistic Pinjara,Home Decor,Objects,Wood
1876,MAE1216-34 -- Wdn. Craved base,Home Decor,Objects,Wood
1877,SAE0915-09 -- W/C Ice- Cream Maker,Home Decor,Objects,Wood
1878,MAE1216-04 -- Wooden Artistic Pinjara,Home Decor,Objects,Wood
1879,SAE0915-19 -- W/C Frame wth print,Frame,,Wood
1880,SAE0915-17 -- W/C Frame wth print,Frame,,Wood
1881,SAE0915-16 -- W/C Frame wth print,Frame,,Wood
1882,"MH-JDH-04-2017-BOX-HW-4 -- Wooden Box with Brass Hook, 23""LX16""WX17""H",Home Decor,Box,Wood
1883,MH-JDH-04-2017-BOX-SNG-5 OF 5 -- Wooden Small Boxes with Inside Mirror,Home Decor,Box,Wood
1884,LSTBL-04 -- Rose Wood Desk,Table,Study Table,Wood
1885,SLDSK-02 --  Burma Teak Desk,Table,Study Table,Wood
1886,LAP0716-26 -- Desk Teak Rustic,Table,Study Table,Wood
1887,BBTBL-06 -- desk,Table,Study Table,Wood
1888,MAE1216-35 -- Wdn. Desk,Table,Study Table,Wood
1889,H2H0915-25 -- W/c 1 Drawer 2 Door writing Desk,Table,Study Table,Wood
1890,SADSK-01 -- Writing Desk,Table,Study Table,Wood
1891,H2H0215-17 -- W/c 1 Drawer Writing Table,Table,Study Table,Wood
1892,SLMDSK-05 -- Old Munim Desk,Table,Study Table,Wood
1893,PCZTBL-01 -- Wooden writing  Desk,Table,Study Table,Wood
1894,GH-44 -- Wooden Desk,Table,Study Table,Wood
1895,GH-45 -- Wooden Desk,Table,Study Table,Wood
1896,JAC0715-27 -- Wooden Desk,Table,Study Table,Wood
1897,H2H0215-05 -- W/c Dining Table,Table,Dining Table,Wood
1898,SA-KDTBL -- BURMA TEAK FOUR SEATER DINING TABLE,Table,Dining Table,Wood
1899,H2H0215-11 -- W/c Old Dining Table with 4 Chairs (Glass cost extra),Table,Dining Table,Glass and Wood
1900,H2H0116-40 -- W/C CHAIR WITH HAIR ON SET,Table,Dining Table,Wood
1901,H2H0215-03 -- W/c Dining Table with 6 Chairs,Table,Dining Table,Wood
1902,H2H0215-46 -- W/c Wall Dressing Old,Table,Dressing Table,Wood
1903,H2H0716-31 -- 1 DR DRESSING,Table,Dressing Table,Wood
1904,SI1013-01 -- Dressing Table,Table,Dressing Table,Wood
1905,IR615LG -- Garden Incence Lemon Grrass,Home Decor,,Wood
1906,PSG-AK146 -- Necklace,Home Decor,,Wood
1907,IRAC8001GB --  Tea light,Home Decor,,Wood
1908,SLAGBT-01 -- Agarbatti,Home Decor,,Wood
1909,SLLMP-10 --  Candle stand.,Home Decor,,Wood
1910,SLNK-07 -- Bead Necklace,Home Decor,,Wood
1911,PSG-AK156 -- Necklace,Home Decor,,Wood
1912,IR101AC -- Apple cinnamon reed diffuser,Home Decor,,Wood
1913,IR615CT -- Garden incense citronella,Home Decor,,Wood
1914,KSPMHNG-04 -- Paper Mashe  Egg& Animal  Hanging,Home Decor,,Wood
1915,SLHNDL-01 -- Brass  Handle,Home Decor,,Wood
1916,SAE0215-10 -- Iron spoon/Jarya,Home Decor,,Wood
1917,SAE0317-21 -- BRASS SPOON JARA,Home Decor,,Wood
1918,XPCI-01 -- Mana Pot,Home Decor,,Wood
1919,SAE0317-11 -- BRASS VEGITABLE CUTTER,Home Decor,,Wood
1920,RMPNTNG-05 -- Painting,Home Decor,,Wood
1921,ARBF-02 -- Baster art frame,Home Decor,,Wood
1922,LAP0317-122 -- Wdn. Auto Painted BIG,Home Decor,,Wood
1923,SAE0716-43 -- Cloth Panel,Home Decor,,Wood
1924,SAE0317-15 -- BRASS POT/LAGE,Home Decor,,Wood
1925,JAC1013-22 -- Cart Coffe table,Home Decor,,Wood
1926,JKMCN-02 -- Old Iron painted milk can,Home Decor,,Wood
1927,SLHK-12 -- Ball Hanging  Chain,Home Decor,,Wood
1928,SAE0317-06 -- BRASS HANGING GLASS,Home Decor,,Wood
1929,VG-01 -- Planter,Home Decor,,Wood
1930,GPB-FLT -- Earring,Home Decor,,Wood
1931,SLMIR-11 -- Half round Window Mrror,Home Decor,,Wood
1932,FE0115-22 -- Lotus,Home Decor,,Wood
1933,MIRROR,Home Decor,,Wood
1934,SLDC-04 -- Small Dream Cather,Home Decor,,Wood
1935,H2H0916-04 -- W/C Wooden Pannel,Home Decor,,Wood
1936,LBPNL-04 -- Brass Pannnal,Home Decor,,Wood
1937,SLSTGNSH-03 -- Old Stone Ganesh,Home Decor,,Wood
1938,SAE0215-21 -- Brass Glass Big,Home Decor,,Wood
1939,SLKNB-01 --    KNOBS,Home Decor,,Wood
1940,SLPRT -- OLD PARAT,Home Decor,,Wood
1941,SS-01 -- Table Runner & Mat,Home Decor,,Wood
1942,SAE 1013 39 -- PAPER MACHE BOX,Home Decor,,Wood
1943,PSG-GSGA-41,Home Decor,,Wood
1944,SLFN-01 -- Emb. work hand fan,Home Decor,,Wood
1945,IR951LA -- Fragrance Sachets Set - Lavender,Home Decor,,Wood
1946,SAE0215-43 -- Mask,Home Decor,,Wood
1947,LURLI-02 -- Brass Urali,Home Decor,,Wood
1948,SAE0317-32 -- Old print frame,Home Decor,,Wood
1949,SAE0716-83 -- Print Frame,Home Decor,,Wood
1950,IR212LV -- Fragrance vapouriser- Levonder,Home Decor,,Wood
1951,SLPKJ -- PICKLE JAR,Home Decor,,Wood
1952,JK/HK-06 -- 4 BY 8 AND 3 BY 9 TILE HOOKS,Home Decor,,Wood
1953,SLDHNDL-01 -- Brass Crystal Glass Door Handle,Home Decor,,Wood
1954,LBLT010-17 -- Brass Belt,Home Decor,,Wood
1955,SAE0716-39 -- Iron Coaster,Home Decor,,Wood
1956,PSG-GSG-82 -- Earring,Home Decor,,Wood
1957,SLHNDL-02 -- Brass Handle,Home Decor,,Wood
1958,VNA-16 -- Iron candle std,Home Decor,,Wood
1959,HNG-1055 -- Iron Planter,Home Decor,,Wood
1960,SAE0317-31 -- WOODEN FRAME PAINTING,Home Decor,,Wood
1961,IRFV0291TL -- Tea light,Home Decor,,Wood
1962,KSPMBX-08 -- Paper Mashe Flat Box 5*4,Home Decor,,Wood
1963,H2H0916-28 -- Marbel Bowel,Home Decor,,Wood
1964,SLPDN-03 -- Old Jali Cut Brass Pandan,Home Decor,,Wood
1965,SS-02 -- Godari Quilt,Home Decor,,Wood
1966,6SSS -- Painted Bell& elephant Hanging,Home Decor,,Wood
1967,LBHK-05 -- Brass Hook,Home Decor,,Wood
1968,H2H0716-12 -- WATCH,Home Decor,,Wood
1969,SK-179 -- Earring,Home Decor,,Wood
1970,IR283TL -- 38mm tealight,Home Decor,,Wood
1971,FE0115-17 -- Candle Std.,Home Decor,,Wood
1972,FE0115-11 -- Lotus,Home Decor,,Wood
1973,SLPNTNG-02 -- Painting,Home Decor,,Wood
1974,SAE0317-30 -- WOODEN SMALL BLOCK,Home Decor,,Wood
1975,SAE0317-12 -- BRASS CHAPATI BOX,Home Decor,,Wood
1976,PSG-AK165 -- Necklace,Home Decor,,Wood
1977,SAE0716-14 -- Brass Spoon,Home Decor,,Wood
1978,VG-02 -- Bird Cage,Home Decor,,Wood
1979,LURLI010-17 -- Brass Urali,Home Decor,,Wood
1980,LDKR-02 -- Door knocker,Home Decor,,Wood
1981,PSG-AK-203 -- Necklace,Home Decor,,Wood
1982,PSG-AK182 -- Necklace,Home Decor,,Wood
1983,HNG-1278 -- Bird cage,Home Decor,,Wood
1984,H2H0916-33 -- W/C Box,Home Decor,,Wood
1985,SLSBWL-01 -- Stone Bowl,Home Decor,,Wood
1986,ADPPT-01 -- Tera cotta pot,Home Decor,,Wood
1987,SLCK-01 -- Fibre Glass Aligater,Home Decor,,Wood
1988,SLFRG-01 -- Fibre Glass Frog,Home Decor,,Wood
1989,LTRL-01 -- Turtle Agarbatti std,Home Decor,,Wood
1990,KSPMHNG-03 -- Paper Mashe Santa  Star MoonSet,Home Decor,,Wood
1991,LBPNL-06 -- Brass Small Pannal,Home Decor,,Wood
1992,SAE0716-44 -- Walking Stick,Home Decor,,Wood
1993,SAE0317-37 -- WOODEN FRAME/PRINT,Home Decor,,Wood
1994,MARK_01 -- Wooden Shelf,Home Decor,,Wood
1995,SAE0215-16 -- Brass Baby Box,Home Decor,,Wood
1996,SUD-02 -- Photo Frame,Home Decor,,Wood
1997,LBLT010-14 -- Brass Belt Single,Home Decor,,Wood
1998,SLLMP-13 -- Beljar etching,Home Decor,,Wood
1999,KMSK-03 -- Pipe Mask Clay,Home Decor,,Wood
2000,FE0115-21 -- Lotus,Home Decor,,Wood
2001,AR-dk -- ceremic knobs,Home Decor,,Wood
2002,H2110716-20 -- TABLE WITH MARBLE ROUND,Home Decor,,Wood
2003,SL/FL/RSE WOOD -- FOLDING ROSE WOOD,Home Decor,,Wood
2004,MA-04 -- Ganesh Mask,Home Decor,,Wood
2005,LAL0914-13 -- Wall Mirror,Home Decor,,Wood
2006,SLSTNBWL-01 -- Stone Bowl,Home Decor,,Wood
2007,SLPHFR -- PHOTOFRAME,Home Decor,,Wood
2008,SLKNB-02 -- Crystal Glass Knobs,Home Decor,,Wood
2009,SLSCRN-01 -- Burma teak screen,Home Decor,,Wood
2010,SAE0215-45 -- Temple Bell,Home Decor,,Wood
2011,IR284TL -- 50 no's Reffill Pack Tealight Set,Home Decor,,Wood
2012,SLHK-03 -- Round Iron  Ceramic Hook,Home Decor,,Wood
