Index,Date,Quantity,Cost,GDP,CPI
8150,2014-03,1,9000.0,627.0799999999981,3
8151,2016-04,2,19950.0,0.0,4
8152,2016-12,1,8987.0,650.1200000000026,-1
8153,2016-04,1,10500.0,0.0,4
8154,2013-05,1,8820.0,0.0,3
8155,2012-07,1,8500.0,0.0,2
8156,2011-01,1,8500.0,0.0,-3
8157,2015-12,1,9500.0,1612.430000000004,0
8158,2012-09,1,8075.0,993.5600000000012,2
8159,2016-08,1,10500.0,0.0,-1
8160,2013-03,1,8100.0,704.75,2
8161,2011-07,1,8500.0,0.0,1
8162,2012-11,1,9000.0,0.0,1
8163,2015-01,1,8550.0,0.0,-1
8164,2014-05,1,8500.0,0.0,2
8165,2016-02,1,711.0,0.0,1
8166,2014-08,1,800.0,0.0,0
8167,2015-07,1,711.11,0.0,1
8168,2013-02,1,711.0,0.0,1
8169,2016-02,1,711.11,0.0,1
8175,2014-06,1,1050.0,697.5699999999997,6
8176,2010-07,1,2550.0,0.0,0
8177,2010-10,1,1050.0,0.0,1
8178,2010-07,1,2550.0,0.0,0
8179,2010-10,1,2550.0,0.0,1
8180,2012-11,1,2240.0,0.0,1
8181,2012-01,1,2240.0,0.0,1
8182,2011-09,1,2422.5,1078.41,1
8183,2012-11,1,2240.0,0.0,1
8184,2012-11,1,2320.0,0.0,1
8185,2014-11,1,2755.0,0.0,0
8186,2011-12,1,2550.0,-116.04999999999927,1
8322,2014-01,1,1548.0,0.0,1
8323,2013-07,1,1446.0,0.0,2
8324,2012-03,1,1500.0,148.04999999999927,4
8325,2010-10,1,1500.0,0.0,1
8326,2011-10,1,1350.0,0.0,1
8327,2011-01,1,1500.0,0.0,-3
8328,2011-04,1,1500.0,0.0,1
8329,2010-12,1,1425.0,-253.23999999999802,3
8330,2010-06,1,5150.0,2270.6900000000005,4
8331,2010-09,1,5150.0,1163.2599999999984,2
8356,2013-09,1,1634.0,-23.670000000001888,3
8357,2013-12,1,2475.0,1041.2100000000028,-2
8358,2014-11,1,2193.0,0.0,0
8359,2014-11,1,2070.0,0.0,0
8360,2013-06,1,2200.0,1942.9300000000005,4
8361,2013-06,1,1650.0,1942.9300000000005,4
8362,2012-01,1,2700.0,0.0,1
8363,2015-08,1,2400.0,0.0,2
8364,2013-05,1,862.0,0.0,3
8365,2012-04,1,2500.0,0.0,1
8366,2013-10,1,1505.0,0.0,2
8367,2015-01,1,1537.0,0.0,-1
8368,2013-07,1,2475.0,0.0,2
8369,2013-07,1,1980.0,0.0,2
8370,2010-07,1,600.0,0.0,0
8371,2011-12,1,529.8,-116.04999999999927,1
8372,2012-05,1,600.0,0.0,2
8373,2011-04,1,600.0,0.0,1
8374,2017-08,1,1650.0,0.0,0
8375,2010-06,1,650.0,2270.6900000000005,4
8376,2012-12,1,600.0,-148.4300000000003,2
8377,2012-09,1,600.0,993.5600000000012,2
8378,2012-11,1,540.0,0.0,1
8379,2013-02,1,600.0,0.0,1
8380,2010-11,2,1200.0,0.0,3
8381,2014-04,1,1650.0,0.0,2
8384,2011-09,1,250.0,1078.41,1
8389,2013-05,1,1440.0,0.0,3
8390,2011-11,1,5000.0,0.0,-2
8391,2017-12,1,9975.0,0.0,-2
8392,2016-02,1,5333.67,0.0,1
8393,2015-06,1,6000.0,1128.1399999999996,2
8394,2016-03,1,5700.0,273.489999999998,3
8395,2013-10,2,11400.0,0.0,2
8396,2013-11,1,6000.0,0.0,-4
8397,2013-09,2,11400.0,-23.670000000001888,3
8398,2012-11,1,6000.0,0.0,1
8399,2014-07,1,6000.0,0.0,1
8400,2015-07,1,6000.0,0.0,1
8401,2011-10,1,6000.0,0.0,1
8402,2014-05,1,6000.0,0.0,2
8403,2015-01,2,12000.0,0.0,-1
8404,2015-12,2,11400.0,1612.430000000004,0
8405,2011-06,1,5700.0,1908.630000000001,4
8406,2015-12,1,5333.0,1612.430000000004,0
8407,2015-05,2,11400.0,0.0,3
8408,2013-12,1,6000.0,1041.2100000000028,-2
8409,2011-03,1,6000.0,-161.67000000000192,1
8410,2012-06,1,6000.0,1546.5699999999995,4
8411,2013-01,2,11400.0,0.0,2
8412,2015-12,1,7000.0,1612.430000000004,0
8413,2015-06,1,6650.0,1128.1399999999996,2
8414,2014-08,1,6500.0,0.0,0
8415,2013-09,1,6000.0,-23.670000000001888,3
8416,2012-09,1,5700.0,993.5600000000012,2
8417,2016-05,2,14000.0,0.0,2
8418,2014-04,2,12000.0,0.0,2
8419,2014-12,2,12350.0,1856.0400000000006,1
8420,2015-12,1,6500.0,1612.430000000004,0
8421,2014-03,1,6000.0,627.0799999999981,3
8422,2014-01,1,6000.0,0.0,1
8423,2016-10,1,6167.7,0.0,-1
8424,2015-08,2,12350.0,0.0,2
8425,2016-01,1,5436.99,0.0,-2
8426,2016-12,2,13000.0,650.1200000000026,-1
8427,2013-11,2,11400.0,0.0,-4
8428,2012-12,2,11400.0,-148.4300000000003,2
8429,2016-07,2,12350.0,0.0,-2
8430,2016-02,2,12350.0,0.0,1
8431,2016-12,2,12350.0,650.1200000000026,-1
8432,2012-11,1,5700.0,0.0,1
8433,2013-12,2,12000.0,1041.2100000000028,-2
8434,2016-06,1,6500.0,1267.4199999999985,3
8435,2014-11,2,11400.0,0.0,0
8436,2015-03,1,6500.0,191.34000000000012,2
8437,2015-10,2,13000.0,0.0,1
8438,2015-10,2,13000.0,0.0,1
8439,2011-02,1,6000.0,0.0,0
8440,2014-12,2,11400.0,1856.0400000000006,1
8441,2015-12,2,12350.0,1612.430000000004,0
8442,2017-02,2,13000.0,0.0,1
8443,2014-05,6,33120.0,0.0,2
8444,2012-08,1,5700.0,0.0,1
8445,2017-05,1,6175.0,0.0,2
8446,2011-09,2,10800.0,1078.41,1
8447,2016-04,4,24700.0,0.0,4
8448,2014-07,1,6000.0,0.0,1
8449,2014-06,1,5700.0,697.5699999999997,6
8450,2014-08,1,6000.0,0.0,0
8451,2012-08,2,11400.0,0.0,1
8452,2015-05,4,23400.0,0.0,3
8453,2014-03,2,12000.0,627.0799999999981,3
8454,2014-01,1,1446.0,0.0,1
8455,2014-10,1,1478.0,0.0,0
8456,2010-04,1,4300.0,0.0,2
8457,2012-09,1,9000.0,993.5600000000012,2
8458,2014-01,1,19000.0,0.0,1
8459,2012-03,1,14250.0,148.04999999999927,4
8460,2015-08,1,14222.22,0.0,2
8461,2012-10,1,15000.0,0.0,1
8462,2016-06,1,15200.0,1267.4199999999985,3
8473,2013-04,1,15200.0,0.0,2
8474,2010-04,1,10500.0,0.0,2
8475,2017-09,1,17460.0,566.0800000000017,2
8476,2014-02,1,14250.0,0.0,1
8477,2014-09,1,14725.0,-549.5400000000009,0
8927,2017-05,1,21280.0,0.0,2
8928,2017-05,1,7300.0,0.0,2
8929,2017-09,1,8950.0,566.0800000000017,2
8939,2017-07,1,25000.0,0.0,0
8942,2011-01,2,12825.0,0.0,-3
8943,2011-02,1,9000.0,0.0,0
8944,2010-12,1,9000.0,-253.23999999999802,3
8945,2014-12,2,18050.0,1856.0400000000006,1
8946,2011-04,2,18810.0,0.0,1
8947,2011-06,1,9405.0,1908.630000000001,4
8948,2012-02,2,19800.0,0.0,2
8949,2015-04,1,12350.0,0.0,2
8950,2015-05,2,23400.0,0.0,3
8954,2015-11,1,39900.0,0.0,-1
8955,2011-01,1,24300.0,0.0,-3
8997,2012-05,1,9000.0,0.0,2
9000,2014-01,1,14415.0,0.0,1
9004,2013-09,1,8360.0,-23.670000000001888,3
9649,2012-12,1,2200.0,-148.4300000000003,2
9650,2014-02,1,1600.0,0.0,1
9724,2013-04,1,5225.0,0.0,2
9725,2010-08,2,13500.0,0.0,1
9726,2012-05,2,14000.0,0.0,2
9727,2010-06,1,10850.0,2270.6900000000005,4
9728,2012-05,1,6650.0,0.0,2
9734,2017-09,2,20700.0,566.0800000000017,2
9735,2011-04,2,14250.0,0.0,1
9736,2015-12,1,6650.0,1612.430000000004,0
9737,2010-09,2,13500.0,1163.2599999999984,2
9738,2017-10,1,12825.0,0.0,1
9739,2011-03,1,6750.0,-161.67000000000192,1
9740,2013-05,2,15200.0,0.0,3
9741,2011-10,2,14250.0,0.0,1
9742,2016-08,1,9000.0,0.0,-1
9743,2012-05,1,7000.0,0.0,2
9744,2016-12,1,8550.0,650.1200000000026,-1
9745,2013-01,2,16150.0,0.0,2
9746,2011-05,2,14250.0,0.0,2
9747,2012-07,1,7500.0,0.0,2
9748,2012-01,1,6500.0,0.0,1
9749,2017-05,1,6500.0,0.0,2
9750,2016-04,4,26000.0,0.0,4
9751,2011-12,2,12350.0,-116.04999999999927,1
9752,2011-06,1,6000.0,1908.630000000001,4
9753,2016-04,2,18050.0,0.0,4
9754,2014-01,5,41850.0,0.0,1
9755,2011-06,1,14250.0,1908.630000000001,4
9756,2013-08,2,18000.0,0.0,1
9757,2014-02,2,17100.0,0.0,1
9758,2012-12,1,8550.0,-148.4300000000003,2
9759,2013-04,2,17100.0,0.0,2
9760,2013-04,1,8550.0,0.0,2
9761,2014-07,2,18000.0,0.0,1
9762,2013-04,4,34200.0,0.0,2
9763,2014-04,1,9000.0,0.0,2
9764,2017-09,1,9000.0,566.0800000000017,2
9765,2011-05,2,16200.0,0.0,2
9766,2014-06,2,18000.0,697.5699999999997,6
9767,2013-10,2,17100.0,0.0,2
9768,2013-09,2,18000.0,-23.670000000001888,3
9769,2013-07,2,17100.0,0.0,2
9770,2015-02,2,17100.0,0.0,1
9847,2014-05,1,14250.0,0.0,2
9848,2011-08,1,75000.0,0.0,3
9849,2017-07,1,15675.0,0.0,0
10054,2015-01,2,15300.0,0.0,-1
10055,2012-04,2,15000.0,0.0,1
10056,2014-12,1,17000.0,1856.0400000000006,1
10057,2013-03,2,18000.0,704.75,2
10058,2013-10,2,35000.0,0.0,2
10189,2010-06,1,7125.0,2270.6900000000005,4
10190,2013-07,1,20680.0,0.0,2
10208,2011-04,1,7700.0,0.0,1
10209,2013-05,1,8500.0,0.0,3
10210,2012-11,1,7315.0,0.0,1
10211,2012-02,1,7700.0,0.0,2
10212,2014-04,1,8500.0,0.0,2
10213,2011-01,1,7700.0,0.0,-3
10214,2010-10,1,7700.0,0.0,1
10215,2013-12,1,8075.0,1041.2100000000028,-2
10216,2010-11,1,7700.0,0.0,3
10217,2013-01,1,7700.0,0.0,2
10218,2010-11,1,7990.0,0.0,3
10219,2012-02,1,8265.0,0.0,2
10220,2010-01,1,8500.0,16455.38,172
10221,2012-03,1,8075.0,148.04999999999927,4
10222,2010-11,1,8000.0,0.0,3
10223,2013-04,1,7125.0,0.0,2
10224,2010-09,1,8075.0,1163.2599999999984,2
10225,2012-04,1,8075.0,0.0,1
10226,2012-10,1,7125.0,0.0,1
10227,2011-08,1,5700.0,0.0,3
10228,2012-05,1,5000.0,0.0,2
10229,2011-01,1,6175.0,0.0,-3
10230,2017-06,1,16200.0,1907.5299999999988,5
10231,2011-06,1,20000.0,1908.630000000001,4
10232,2011-06,1,19000.0,1908.630000000001,4
10233,2013-09,1,19950.0,-23.670000000001888,3
10234,2011-12,1,15500.0,-116.04999999999927,1
10235,2012-04,1,15500.0,0.0,1
10236,2014-04,1,8550.0,0.0,2
10237,2013-01,1,10000.0,0.0,2
10238,2014-01,1,7440.0,0.0,1
10239,2012-06,1,12000.0,1546.5699999999995,4
10240,2016-12,1,8987.0,650.1200000000026,-1
10241,2012-11,1,11400.0,0.0,1
10242,2014-07,1,8500.0,0.0,1
10243,2013-10,1,8500.0,0.0,2
10244,2013-11,2,16150.0,0.0,-4
10245,2014-07,1,8550.0,0.0,1
10246,2013-09,1,8075.0,-23.670000000001888,3
10401,2017-03,1,22000.0,695.9799999999959,2
10402,2017-06,1,25000.0,1907.5299999999988,5
10403,2017-09,1,21850.0,566.0800000000017,2
10404,2012-04,1,17000.0,0.0,1
10405,2010-11,1,7000.0,0.0,3
10406,2012-09,1,8550.0,993.5600000000012,2
10407,2012-06,1,8550.0,1546.5699999999995,4
10415,2016-05,1,31000.0,0.0,2
10416,2014-03,1,24700.0,627.0799999999981,3
10417,2016-06,1,24700.0,1267.4199999999985,3
10418,2010-09,1,25500.0,1163.2599999999984,2
10419,2010-11,1,26000.0,0.0,3
10420,2012-04,1,26000.0,0.0,1
10421,2016-04,1,30000.0,0.0,4
10422,2013-03,1,26000.0,704.75,2
10423,2016-12,1,24000.0,650.1200000000026,-1
10424,2011-03,1,28000.0,-161.67000000000192,1
10425,2016-04,1,30000.0,0.0,4
10426,2016-02,1,28000.0,0.0,1
10427,2015-04,1,168000.0,0.0,2
10428,2011-11,1,35000.0,0.0,-2
10429,2016-04,1,100500.0,0.0,4
10430,2012-06,1,28500.0,1546.5699999999995,4
10431,2015-01,1,85000.0,0.0,-1
10432,2013-07,1,67500.0,0.0,2
10433,2014-05,1,71250.0,0.0,2
10443,2010-07,1,12500.0,0.0,0
10444,2015-10,1,13775.0,0.0,1
10445,2010-09,1,12500.0,1163.2599999999984,2
10446,2014-04,1,12825.0,0.0,2
10447,2012-05,1,12500.0,0.0,2
10448,2015-01,1,14000.0,0.0,-1
10449,2016-10,1,35000.0,0.0,-1
10450,2016-04,1,14500.0,0.0,4
10451,2016-03,2,29000.0,273.489999999998,3
10452,2015-12,1,23750.0,1612.430000000004,0
10453,2015-05,1,14000.0,0.0,3
10454,2016-01,1,28500.0,0.0,-2
10455,2016-06,1,13775.0,1267.4199999999985,3
10456,2013-08,1,13000.0,0.0,1
10457,2013-10,1,13500.0,0.0,2
10458,2012-01,1,11111.11,0.0,1
10593,2010-09,1,2500.0,1163.2599999999984,2
10594,2010-12,3,7500.0,-253.23999999999802,3
10596,2011-11,1,16150.0,0.0,-2
10597,2016-12,1,23750.0,650.1200000000026,-1
10598,2011-09,1,16150.0,1078.41,1
10599,2012-04,1,17000.0,0.0,1
10600,2011-01,1,16150.0,0.0,-3
10601,2012-04,1,17000.0,0.0,1
10602,2011-09,1,17000.0,1078.41,1
10603,2016-02,1,23750.0,0.0,1
10604,2013-10,1,14355.16,0.0,2
10605,2013-01,1,17000.0,0.0,2
10606,2012-12,1,17000.0,-148.4300000000003,2
10607,2013-03,1,16150.0,704.75,2
10608,2011-09,1,17000.0,1078.41,1
10609,2014-12,1,28500.0,1856.0400000000006,1
10610,2011-09,1,17000.0,1078.41,1
11474,2010-12,1,3000.0,-253.23999999999802,3
11475,2013-05,1,4500.0,0.0,3
11476,2015-07,1,9500.0,0.0,1
11477,2011-10,1,3500.0,0.0,1
11478,2012-12,1,4500.0,-148.4300000000003,2
11479,2010-03,1,3500.0,-471.39000000000124,0
11480,2014-05,1,2533.65,0.0,2
11481,2010-11,1,3000.0,0.0,3
11482,2010-01,1,3000.0,16455.38,172
11782,2010-12,1,8415.0,-253.23999999999802,3
11981,2012-05,1,2666.67,0.0,2
11982,2012-07,1,3000.0,0.0,2
11983,2017-09,1,2627.73,566.0800000000017,2
11984,2013-12,1,2850.0,1041.2100000000028,-2
11985,2014-09,2,4000.0,-549.5400000000009,0
11986,2012-06,1,15200.0,1546.5699999999995,4
11987,2011-05,1,10000.0,0.0,2
11988,2011-11,1,10000.0,0.0,-2
11989,2010-10,1,10000.0,0.0,1
11990,2012-02,1,16000.0,0.0,2
11991,2013-02,1,13700.0,0.0,1
11992,2014-05,1,13015.0,0.0,2
11993,2010-12,1,2550.0,-253.23999999999802,3
11994,2012-02,2,5500.0,0.0,2
11995,2013-06,1,3000.0,1942.9300000000005,4
11996,2010-10,1,9025.0,0.0,1
11997,2017-08,1,9200.0,0.0,0
11998,2010-09,2,19000.0,1163.2599999999984,2
11999,2011-04,1,4550.0,0.0,1
12000,2016-11,1,4275.0,0.0,-2
12001,2012-11,1,4050.0,0.0,1
12002,2010-07,1,4560.0,0.0,0
12003,2014-08,1,4050.0,0.0,0
12007,2014-04,1,10000.0,0.0,2
12008,2015-08,1,11400.0,0.0,2
12009,2014-01,1,13020.0,0.0,1
12010,2010-05,1,8550.0,0.0,2
12011,2012-07,3,39000.0,0.0,2
12012,2012-04,1,12150.0,0.0,1
12013,2013-06,1,13000.0,1942.9300000000005,4
12014,2012-11,1,12350.0,0.0,1
12015,2014-09,1,14000.0,-549.5400000000009,0
12016,2011-12,1,12000.0,-116.04999999999927,1
12017,2015-01,1,14222.22,0.0,-1
12018,2013-06,1,13300.0,1942.9300000000005,4
12019,2012-11,1,8000.0,0.0,1
12020,2013-04,1,55500.0,0.0,2
12021,2010-03,1,8000.0,-471.39000000000124,0
12022,2012-03,1,8500.0,148.04999999999927,4
12023,2012-01,1,8000.0,0.0,1
12024,2010-12,1,4444.0,-253.23999999999802,3
12025,2010-12,1,8000.0,-253.23999999999802,3
12026,2012-04,1,7200.0,0.0,1
12027,2011-04,2,10200.0,0.0,1
12028,2011-02,1,6500.0,0.0,0
12029,2011-04,2,13500.0,0.0,1
12030,2016-06,1,8075.0,1267.4199999999985,3
12031,2015-08,1,6650.0,0.0,2
12032,2011-10,1,6412.5,0.0,1
12033,2016-08,1,8075.0,0.0,-1
12034,2012-08,1,7000.0,0.0,1
12035,2014-02,1,8550.0,0.0,1
12036,2010-12,1,7000.0,-253.23999999999802,3
12037,2013-01,1,10450.0,0.0,2
12038,2015-09,1,27000.0,-4.389999999999418,3
12039,2013-04,1,27075.0,0.0,2
12040,2013-12,1,12350.0,1041.2100000000028,-2
12041,2017-06,1,27900.0,1907.5299999999988,5
12042,2014-09,1,28500.0,-549.5400000000009,0
12043,2016-07,1,19000.0,0.0,-2
12044,2011-05,1,8550.0,0.0,2
12045,2012-11,1,9975.0,0.0,1
12046,2012-10,1,10000.0,0.0,1
12047,2015-10,3,5130.0,0.0,1
12048,2015-05,1,1440.0,0.0,3
12049,2010-08,1,1800.0,0.0,1
12050,2016-03,1,1600.0,273.489999999998,3
12051,2012-08,1,8500.0,0.0,1
12052,2014-11,1,16000.0,0.0,0
12053,2015-04,1,8000.0,0.0,2
12054,2010-08,1,7000.0,0.0,1
12055,2011-06,1,7500.0,1908.630000000001,4
12056,2016-11,1,7600.0,0.0,-2
12057,2012-06,1,7000.0,1546.5699999999995,4
12058,2017-04,1,9300.0,0.0,1
12059,2012-07,1,9000.0,0.0,2
12060,2016-11,1,9300.0,0.0,-2
12061,2017-05,1,7951.93,0.0,2
12062,2011-08,1,6650.0,0.0,3
12063,2011-05,1,6650.0,0.0,2
12064,2014-08,1,9000.0,0.0,0
12065,2014-08,1,8550.0,0.0,0
12066,2012-05,1,4444.44,0.0,2
12067,2015-02,1,5000.0,0.0,1
12068,2015-10,1,5500.0,0.0,1
12069,2012-06,1,5000.0,1546.5699999999995,4
12070,2015-09,1,4444.44,-4.389999999999418,3
12071,2012-05,1,5000.0,0.0,2
12072,2010-08,1,5500.0,0.0,1
12073,2014-12,1,4750.0,1856.0400000000006,1
12074,2013-12,1,4750.0,1041.2100000000028,-2
12075,2012-09,1,5225.0,993.5600000000012,2
12076,2013-11,1,5000.0,0.0,-4
12077,2012-08,1,5000.0,0.0,1
12078,2011-01,1,4275.0,0.0,-3
12079,2011-10,1,4500.0,0.0,1
12080,2012-05,2,10000.0,0.0,2
12081,2010-08,2,10200.0,0.0,1
12082,2013-08,1,6000.0,0.0,1
12083,2011-01,2,10450.0,0.0,-3
12084,2012-07,1,6000.0,0.0,2
12085,2012-02,1,5700.0,0.0,2
12086,2010-12,2,11000.0,-253.23999999999802,3
12087,2011-05,1,5400.0,0.0,2
12088,2013-09,2,11400.0,-23.670000000001888,3
12089,2015-02,2,11400.0,0.0,1
12090,2011-02,2,11000.0,0.0,0
12091,2011-02,1,5700.0,0.0,0
12092,2012-09,2,11400.0,993.5600000000012,2
12093,2016-05,1,9000.0,0.0,2
12094,2012-09,1,5100.0,993.5600000000012,2
12095,2010-10,1,5100.0,0.0,1
12096,2010-10,1,3555.56,0.0,1
12097,2014-07,2,7000.0,0.0,1
12098,2013-09,1,7000.0,-23.670000000001888,3
12099,2011-08,1,12000.0,0.0,3
12100,2014-11,1,4000.0,0.0,0
12101,2016-12,1,6650.0,650.1200000000026,-1
12102,2013-11,1,3800.0,0.0,-4
12103,2014-10,3,12000.0,0.0,0
12104,2016-11,1,6650.0,0.0,-2
12105,2017-08,1,12000.0,0.0,0
12106,2012-11,1,1500.0,0.0,1
12107,2012-08,1,1500.0,0.0,1
12108,2017-02,1,1500.0,0.0,1
12109,2012-02,1,1500.0,0.0,2
12110,2010-12,2,1700.0,-253.23999999999802,3
12111,2012-04,1,4750.0,0.0,1
12112,2012-11,1,5000.0,0.0,1
12113,2010-09,1,6000.0,1163.2599999999984,2
12114,2012-04,1,6000.0,0.0,1
12115,2014-02,2,6650.0,0.0,1
12116,2013-09,2,5700.0,-23.670000000001888,3
12117,2013-02,1,5500.0,0.0,1
12118,2013-01,1,5100.0,0.0,2
12119,2011-10,1,4533.0,0.0,1
12120,2011-08,1,5100.0,0.0,3
12121,2012-05,1,8500.0,0.0,2
12122,2011-01,1,9025.0,0.0,-3
12123,2011-04,1,6750.0,0.0,1
12124,2014-07,2,13500.0,0.0,1
12125,2014-03,1,6300.0,627.0799999999981,3
12126,2011-04,1,6075.0,0.0,1
12127,2010-02,1,24000.0,0.0,0
12128,2010-04,2,10200.0,0.0,2
12129,2012-03,1,5100.0,148.04999999999927,4
12130,2010-12,1,5100.0,-253.23999999999802,3
12131,2013-08,1,5100.0,0.0,1
12132,2013-02,1,9000.0,0.0,1
12133,2012-04,1,8075.0,0.0,1
12134,2010-10,1,22500.0,0.0,1
12135,2016-10,1,20000.0,0.0,-1
12136,2013-10,1,8550.0,0.0,2
12137,2010-09,1,1000.0,1163.2599999999984,2
12138,2010-11,1,5000.0,0.0,3
12139,2017-09,1,7500.0,566.0800000000017,2
12140,2011-05,1,6750.0,0.0,2
12141,2016-11,2,18050.0,0.0,-2
12142,2016-08,1,8022.32,0.0,-1
12143,2016-03,2,19000.0,273.489999999998,3
12144,2014-01,1,9025.0,0.0,1
12145,2016-11,1,9975.0,0.0,-2
12146,2016-08,1,9025.0,0.0,-1
12147,2015-10,2,19000.0,0.0,1
12148,2012-12,1,9500.0,-148.4300000000003,2
12149,2015-10,1,10000.0,0.0,1
12150,2011-02,1,6900.0,0.0,0
12151,2013-01,1,11875.0,0.0,2
12152,2014-12,1,9500.0,1856.0400000000006,1
12153,2014-03,1,9500.0,627.0799999999981,3
12154,2015-04,1,8444.44,0.0,2
12155,2011-08,1,5520.0,0.0,3
12156,2014-11,1,10000.0,0.0,0
12157,2011-07,1,9975.0,0.0,1
12158,2012-05,1,10500.0,0.0,2
12159,2015-11,1,9000.0,0.0,-1
12160,2014-03,1,9500.0,627.0799999999981,3
12161,2014-04,1,9500.0,0.0,2
12162,2011-07,1,13300.0,0.0,1
12163,2016-12,1,4750.0,650.1200000000026,-1
12164,2012-03,1,7500.0,148.04999999999927,4
12165,2013-11,1,7125.0,0.0,-4
12485,2012-11,1,16815.0,0.0,1
12741,2017-03,1,9500.0,695.9799999999959,2
12742,2017-07,1,9500.0,0.0,0
12743,2017-07,1,9025.0,0.0,0
12748,2017-03,1,10500.0,695.9799999999959,2
12750,2017-04,1,13775.0,0.0,1
