Item Code,Date,Quantity,Cost,Category,Type,Material
LAP0914-123,2015-05-09,1,Rs.533.22,Home Decor,Animal,Wood
LAP0914-123,2015-01-17,1,Rs.600.00,Home Decor,Animal,Wood
LAP0914-124,2015-01-29,2,Rs.356.00,Stand,Candle Stand,Wood
LAP0914-124,2016-04-27,1,Rs.177.78,Stand,Candle Stand,Wood
LAP0914-125,2014-11-10,1,Rs.533.00,Home Decor,Animal,Wood
LAP0914-125,2015-03-01,1,Rs.533.00,Home Decor,Animal,Wood
LAP0914-125,2015-11-01,2,Rs.1066.68,Home Decor,Animal,Wood
LAP0914-125,2016-04-06,1,Rs.533.30,Home Decor,Animal,Wood
LAP0914-125,2016-11-04,1,Rs.533.33,Home Decor,Animal,Wood
LAP0914-126,2015-01-11,2,Rs.1800.00,Home Decor,Animal,Wood
LAP0914-126,2015-08-12,1,Rs.800.00,Home Decor,Animal,Wood
LAP0914-126,2015-01-11,2,Rs.1600.00,Home Decor,Animal,Wood
LAP0914-127,2015-02-17,1,Rs.267.00,Home Decor,Animal,Wood
LAP0914-127,2017-12-23,1,Rs.1030.00,Home Decor,Animal,Wood
LAP0914-127,2017-09-12,1,Rs.1030.00,Home Decor,Animal,Wood
LAP0914-127,2014-11-10,2,Rs.534.00,Home Decor,Animal,Wood
LAP0914-128,2015-02-05,1,Rs.360.00,Home Decor,Hook,Metal
LAP0914-128,2015-02-17,2,Rs.800.00,Home Decor,Hook,Metal
LAP0914-128,2015-03-19,2,Rs.760.00,Home Decor,Hook,Metal
LAP0914-128,2015-01-15,1,Rs.356.00,Home Decor,Hook,Metal
LAP0914-128,2015-06-01,6,Rs.2400.00,Home Decor,Hook,Metal
LAP0914-128,2015-03-14,1,Rs.356.00,Home Decor,Hook,Metal
LAP0914-128,2015-04-21,2,Rs.712.00,Home Decor,Hook,Metal
LAP0914-128,2015-01-29,2,Rs.712.00,Home Decor,Hook,Metal
LAP0914-128,2015-06-01,2,Rs.712.00,Home Decor,Hook,Metal
LAP0914-128,2015-10-15,1,Rs.380.00,Home Decor,Hook,Metal
LAP0914-128,2015-08-02,1,Rs.355.56,Home Decor,Hook,Metal
LAP0914-128,2015-01-02,2,Rs.711.12,Home Decor,Hook,Metal
LAP0914-128,2015-01-17,1,Rs.355.42,Home Decor,Hook,Metal
LAP0914-128,2015-10-09,2,Rs.712.00,Home Decor,Hook,Metal
LAP0914-128,2015-08-02,1,Rs.400.00,Home Decor,Hook,Metal
LAP0914-128,2015-01-03,1,Rs.356.00,Home Decor,Hook,Metal
LAP0914-128,2015-02-01,3,Rs.1066.68,Home Decor,Hook,Metal
LAP0914-128,2015-06-15,2,Rs.711.12,Home Decor,Hook,Metal
LAP0914-128,2015-02-10,1,Rs.178.00,Home Decor,Hook,Metal
LAP0914-128,2015-01-22,2,Rs.711.12,Home Decor,Hook,Metal
LAP0914-128,2015-06-17,1,Rs.356.00,Home Decor,Hook,Metal
LAP0914-128,2015-02-25,2,Rs.711.12,Home Decor,Hook,Metal
LAP0914-128,2015-02-01,1,Rs.355.56,Home Decor,Hook,Metal
LAP0914-128,2015-02-27,1,Rs.356.00,Home Decor,Hook,Metal
LAP0914-128,2017-08-01,1,Rs.400.00,Home Decor,Hook,Metal
LAP0914-128,2015-05-05,2,Rs.720.00,Home Decor,Hook,Metal
LAP0914-128,2015-01-07,2,Rs.712.00,Home Decor,Hook,Metal
LAP0914-128,2015-02-22,2,Rs.711.12,Home Decor,Hook,Metal
LAP0914-128,2015-05-04,2,Rs.712.00,Home Decor,Hook,Metal
LAP0914-129,2015-07-06,1,Rs.1700.00,Home Decor,Box,Wood
LAP0914-129,2015-03-09,2,Rs.3400.00,Home Decor,Box,Wood
LAP0914-129,2015-05-28,5,Rs.6799.50,Home Decor,Box,Wood
LAP0914-13,2015-01-20,1,Rs.711.11,Home Decor,Box,Wood
LAP0914-130,2015-03-31,1,Rs.978.00,Home Decor,Box,Wood
LAP0914-130,2015-04-22,1,Rs.978.00,Home Decor,Box,Wood
LAP0914-130,2016-06-27,1,Rs.888.89,Home Decor,Box,Wood
LAP0914-130,2015-05-28,1,Rs.880.20,Home Decor,Box,Wood
LAP0914-130,2015-04-09,1,Rs.978.00,Home Decor,Box,Wood
LAP0914-131,2015-05-28,1,Rs.1359.10,Home Decor,Box,Wood
LAP0914-131,2015-12-02,1,Rs.1511.11,Home Decor,Box,Wood
LAP0914-14,2015-12-07,1,Rs.622.00,Home Decor,Box,Wood
LAP0914-15,2016-07-25,1,Rs.4000.00,Home Decor,Box,Wood
LAP0914-15,2015-01-26,1,Rs.533.44,Home Decor,Box,Wood
LAP0914-15,2016-10-23,1,Rs.3524.40,Home Decor,Box,Wood
LAP0914-16,2015-05-30,1,Rs.720.00,Home Decor,Box,Wood
LAP0914-18,2015-12-04,1,Rs.622.00,Home Decor,Box,Wood
LAP0914-18,2015-03-01,1,Rs.622.22,Home Decor,Box,Wood
LAP0914-18,2015-10-15,1,Rs.622.00,Home Decor,Box,Wood
LAP0914-19,2015-07-03,1,Rs.2137.50,Home Decor,Box,Wood
LAP0914-19,2015-05-01,1,Rs.2000.00,Home Decor,Box,Wood
LAP0914-19,2016-05-19,1,Rs.2000.00,Home Decor,Box,Wood
LAP0914-20,2015-06-01,1,Rs.1250.00,Home Decor,Box,Wood
LAP0914-20,2016-10-11,1,Rs.1101.34,Home Decor,Box,Wood
LAP0914-22,2015-01-17,1,Rs.900.00,Home Decor,Box,Wood
LAP0914-24,2015-11-28,1,Rs.1067.00,Home Decor,Planters,Wood
LAP0914-24,2015-12-07,1,Rs.1067.00,Home Decor,Planters,Wood
LAP0914-25,2015-12-07,1,Rs.889.00,Home Decor,Planters,Wood
LAP0914-25,2015-12-07,1,Rs.889.00,Home Decor,Planters,Wood
LAP0914-25,2015-02-18,1,Rs.889.00,Home Decor,Planters,Wood
LAP0914-26,2015-02-05,1,Rs.880.20,Home Decor,Box,Wood
LAP0914-27,2015-01-27,1,Rs.800.00,Home Decor,Box,Wood
LAP0914-29,2015-01-23,1,Rs.1422.00,Home Decor,Animal,Wood
LAP0914-31,2015-01-23,2,Rs.2134.00,Home Decor,Animal,Wood
LAP0914-31,2015-03-04,1,Rs.1067.00,Home Decor,Animal,Wood
LAP0914-32,2015-07-23,1,Rs.2280.42,Home Decor,Box,Wood
LAP0914-33,2015-10-24,1,Rs.2000.00,Home Decor,Box,Wood
LAP0914-34,2015-06-19,1,Rs.2400.00,Home Decor,Box,Wood
LAP0914-35,2014-09-30,1,Rs.2400.00,Home Decor,Stool,Wood
LAP0914-35,2014-04-12,1,Rs.2400.00,Home Decor,Stool,Wood
LAP0914-36,2014-09-17,2,Rs.6840.00,Home Decor,Stool,Wood
LAP0914-36,2014-10-10,1,Rs.3200.00,Home Decor,Stool,Wood
LAP0914-36,2015-06-23,1,Rs.3600.00,Home Decor,Stool,Wood
LAP0914-37,2016-01-30,1,Rs.3111.00,Home Decor,Bracket,Wood
LAP0914-37,2016-01-18,1,Rs.2933.33,Home Decor,Bracket,Wood
LAP0914-39,2015-02-05,1,Rs.760.50,Bajot,Regular,Wood
LAP0914-39,2014-12-10,1,Rs.950.00,Bajot,Regular,Wood
LAP0914-39,2014-10-14,1,Rs.950.00,Bajot,Regular,Wood
LAP0914-39,2014-09-24,1,Rs.845.00,Bajot,Regular,Wood
LAP0914-39,2014-11-29,1,Rs.844.44,Bajot,Regular,Wood
LAP0914-40,2015-10-06,1,Rs.711.00,Bajot,Regular,Wood
LAP0914-40,2015-12-02,1,Rs.711.11,Bajot,Regular,Wood
LAP0914-40,2014-12-10,1,Rs.711.11,Bajot,Regular,Wood
LAP0914-40,2015-08-07,1,Rs.711.00,Bajot,Regular,Wood
LAP0914-40,2015-11-25,1,Rs.711.11,Bajot,Regular,Wood
LAP0914-41,2014-05-12,1,Rs.533.33,Bajot,Regular,Wood
LAP0914-41,2014-10-21,1,Rs.600.00,Bajot,Regular,Wood
LAP0914-41,2015-06-01,2,Rs.1066.66,Bajot,Regular,Wood
LAP0914-41,2014-11-10,1,Rs.600.00,Bajot,Regular,Wood
LAP0914-41,2014-12-09,1,Rs.533.00,Bajot,Regular,Wood
LAP0914-42,2015-06-16,2,Rs.3555.56,Table,Stool,Wood
LAP0914-42,2016-06-16,1,Rs.1900.00,Table,Stool,Wood
LAP0914-42,2016-10-22,1,Rs.2850.00,Table,Stool,Wood
LAP0914-42,2016-04-30,1,Rs.1777.80,Table,Stool,Wood
LAP0914-42,2015-05-07,1,Rs.1333.00,Table,Stool,Wood
LAP0914-42,2015-06-14,1,Rs.1777.78,Table,Stool,Wood
LAP0914-42,2015-05-27,1,Rs.2400.30,Table,Stool,Wood
LAP0914-42,2016-11-13,1,Rs.2643.30,Table,Stool,Wood
LAP0914-43,2015-05-09,1,Rs.3600.00,Mirror,,Glass and Wood
LAP0914-43,2016-02-14,1,Rs.3600.00,Mirror,,Glass and Wood
LAP0914-44,2014-11-23,1,Rs.6050.00,Frame,,Wood
LAP0914-45,2014-10-12,1,Rs.3610.00,Mirror,,Glass and Wood
LAP0914-45,2015-01-21,1,Rs.3378.00,Mirror,,Glass and Wood
LAP0914-46,2015-01-16,1,Rs.2222.22,Frame,,Wood
LAP0914-47,2016-11-06,1,Rs.3230.00,Mirror,,Glass and Wood
LAP0914-47,2015-01-31,1,Rs.3022.00,Mirror,,Glass and Wood
LAP0914-48,2015-11-03,1,Rs.4000.00,Frame,,Wood
LAP0914-48,2016-12-19,1,Rs.4500.00,Frame,,Wood
LAP0914-48,2016-02-14,1,Rs.4000.00,Frame,,Wood
LAP0914-49,2014-12-22,1,Rs.6120.00,Mirror,,Glass and Wood
LAP0914-49,2015-01-17,1,Rs.6045.00,Mirror,,Glass and Wood
LAP0914-50,2014-11-29,1,Rs.1900.00,Frame,,Wood
LAP0914-51,2014-08-10,1,Rs.2897.50,Frame,,Wood
LAP0914-52,2014-12-29,1,Rs.3847.50,Mirror,,Glass and Wood
LAP0914-52,2015-01-25,1,Rs.3600.00,Mirror,,Glass and Wood
LAP0914-53,2014-11-30,1,Rs.1250.00,Bajot,Chaurangi,Wood
LAP0914-53,2014-07-12,1,Rs.1250.00,Bajot,Chaurangi,Wood
LAP0914-54,2014-11-30,1,Rs.1050.00,Bajot,Chaurangi,Wood
LAP0914-55,2014-11-13,1,Rs.800.00,Bajot,Chaurangi,Wood
LAP0914-56,2014-05-12,1,Rs.2700.00,Home Decor,Stool,Wood
LAP0914-56,2014-04-10,1,Rs.2700.00,Home Decor,Stool,Wood
LAP0914-57,2015-01-25,1,Rs.3847.50,Home Decor,Stool,Wood
LAP0914-57,2015-01-31,1,Rs.3600.00,Home Decor,Stool,Wood
LAP0914-58,2014-12-16,1,Rs.2178.00,Stand,Magazine Stand,Wood
LAP0914-61,2015-11-08,1,Rs.665.00,Home Decor,Box,Wood
LAP0914-6800,2015-03-24,1,Rs.1111.00,Home Decor,Planters,Wood
LAP0914-69,2015-11-17,1,Rs.889.00,Home Decor,Planters,Wood
LAP0914-69,2015-03-14,1,Rs.889.00,Home Decor,Planters,Wood
LAP0914-70,2015-03-14,1,Rs.622.20,Home Decor,Planters,Wood
LAP0914-71,2017-11-01,1,Rs.5700.00,Home Decor,Utensil,Metal
LAP0914-71,2015-03-24,1,Rs.1780.00,Home Decor,Utensil,Metal
LAP0914-73,2015-06-02,1,Rs.800.00,Home Decor,Animal,Wood
LAP0914-74,2017-11-08,1,Rs.650.00,Home Decor,Animal,Wood
LAP0914-74,2015-11-02,1,Rs.650.00,Home Decor,Animal,Wood
LAP0914-75,2015-06-01,1,Rs.800.00,Frame,,Wood
LAP0914-75,2015-01-13,1,Rs.711.11,Frame,,Wood
LAP0914-76,2015-01-31,1,Rs.533.00,Frame,,Wood
LAP0914-77,2015-01-13,1,Rs.400.00,Frame,,Wood
LAP0914-78,2015-06-01,1,Rs.700.00,Frame,,Wood
LAP0914-78,2015-03-31,2,Rs.1244.00,Frame,,Wood
LAP0914-79,2015-03-01,1,Rs.533.00,Frame,,Wood
LAP0914-81,2015-09-01,1,Rs.1200.00,Home Decor,Box,Wood
LAP0914-81,2015-03-01,1,Rs.1200.00,Home Decor,Box,Wood
LAP0914-82,2015-01-29,1,Rs.800.00,Home Decor,Keyholders,Wood
LAP0914-82,2015-01-15,1,Rs.800.00,Home Decor,Keyholders,Wood
LAP0914-82,2015-12-02,1,Rs.800.00,Home Decor,Keyholders,Wood
LAP0914-83,2015-03-21,1,Rs.1500.00,Home Decor,Planters,Wood
LAP0914-83,2015-07-18,2,Rs.2666.66,Home Decor,Planters,Wood
LAP0914-83,2015-01-20,1,Rs.1500.00,Home Decor,Planters,Wood
LAP0914-84,2015-12-07,1,Rs.1289.00,Home Decor,Planters,Wood
LAP0914-84,2015-03-24,1,Rs.1289.00,Home Decor,Planters,Wood
LAP0914-84,2015-07-29,1,Rs.1289.00,Home Decor,Planters,Wood
LAP0914-85,2015-09-22,1,Rs.1511.00,Home Decor,Keyholders,Wood
LAP0914-85,2015-04-01,1,Rs.1511.11,Home Decor,Keyholders,Wood
LAP0914-85,2015-07-27,1,Rs.1511.00,Home Decor,Keyholders,Wood
LAP0914-85,2014-06-10,1,Rs.1511.00,Home Decor,Keyholders,Wood
LAP0914-87,2015-06-20,1,Rs.1600.00,Home Decor,Box,Wood
LAP0914-87,2015-07-23,1,Rs.1600.00,Home Decor,Box,Wood
LAP0914-88,2016-06-04,1,Rs.1600.00,Home Decor,Box,Wood
LAP0914-88,2016-06-08,1,Rs.1600.00,Home Decor,Box,Wood
LAP0914-88,2015-12-06,1,Rs.711.11,Home Decor,Box,Wood
LAP0914-89,2017-02-12,1,Rs.1200.00,Home Decor,Box,Wood
LAP0914-89,2015-09-01,1,Rs.1200.00,Home Decor,Box,Wood
LAP0914-89,2016-01-28,1,Rs.1282.50,Home Decor,Box,Wood
LAP0914-89,2015-02-13,1,Rs.1200.00,Home Decor,Box,Wood
LAP0914-89,2016-11-11,1,Rs.1189.48,Home Decor,Box,Wood
LAP0914-90,2015-12-07,1,Rs.889.00,Home Decor,Tray,Wood
LAP0914-90,2015-01-11,2,Rs.1777.78,Home Decor,Tray,Wood
LAP0914-91,2015-01-08,1,Rs.711.22,Home Decor,Tray,Wood
LAP0914-94,2015-10-24,1,Rs.1282.50,Home Decor,Box,Wood
LAP0914-94,2016-07-31,1,Rs.1200.00,Home Decor,Box,Wood
LAP0914-95,2015-01-18,1,Rs.400.00,Home Decor,Box,Wood
LAP0914-96,2015-01-17,2,Rs.900.00,Home Decor,Box,Wood
LAP0914-96,2015-06-12,1,Rs.400.00,Home Decor,Box,Wood
LAP0914-97,2015-07-06,1,Rs.800.00,Home Decor,Box,Wood
LAP0914-97,2015-01-18,1,Rs.800.00,Home Decor,Box,Wood
LAP0914-97,2015-07-28,1,Rs.855.00,Home Decor,Box,Wood
LAP0914-97,2015-01-13,1,Rs.800.00,Home Decor,Box,Wood
LAP0914-99,2015-06-19,1,Rs.700.00,Home Decor,Keyholders,Wood
LAP0916-01,2017-03-01,1,Rs.1050.00,Home Decor,Box,Wood
LAP0916-01,2017-12-21,1,Rs.1050.00,Home Decor,Box,Wood
LAP0916-01,2017-01-28,1,Rs.1050.00,Home Decor,Box,Wood
LAP0916-01,2016-11-28,2,Rs.1995.00,Home Decor,Box,Wood
LAP0916-01,2017-08-01,1,Rs.1050.00,Home Decor,Box,Wood
LAP0916-01,2017-08-11,1,Rs.1050.00,Home Decor,Box,Wood
LAP0916-01,2016-10-22,1,Rs.925.15,Home Decor,Box,Wood
LAP0916-01,2016-10-23,1,Rs.925.15,Home Decor,Box,Wood
LAP0916-01,2017-01-16,1,Rs.1050.22,Home Decor,Box,Wood
LAP0916-01,2016-05-12,1,Rs.878.89,Home Decor,Box,Wood
LAP0916-01,2016-12-18,1,Rs.925.15,Home Decor,Box,Wood
LAP0916-01,2017-09-14,1,Rs.1050.00,Home Decor,Box,Wood
LAP0916-02,2017-11-06,1,Rs.1800.00,Home Decor,Bowl,Wood
LAP0916-02,2016-11-28,1,Rs.1800.00,Home Decor,Bowl,Wood
LAP0916-02,2016-05-12,1,Rs.1585.98,Home Decor,Bowl,Wood
LAP0916-03,2017-05-08,2,Rs.4100.00,Home Decor,Animal,Wood
LAP0916-04,2017-03-28,1,Rs.1500.00,Home Decor,Animal,Wood
LAP0916-04,2016-10-12,1,Rs.1321.65,Home Decor,Animal,Wood
LAP0916-04,2016-06-12,1,Rs.1500.00,Home Decor,Animal,Wood
LAP0916-04,2017-08-01,1,Rs.1500.00,Home Decor,Animal,Wood
LAP0916-05,2016-11-20,1,Rs.855.00,Home Decor,Animal,Wood
LAP0916-05,2016-04-11,1,Rs.792.99,Home Decor,Animal,Wood
LAP0916-05,2017-02-04,1,Rs.792.99,Home Decor,Animal,Wood
LAP0916-05,2016-12-24,1,Rs.793.00,Home Decor,Animal,Wood
LAP0916-06,2016-10-23,1,Rs.528.66,Home Decor,Animal,Wood
LAP0916-06,2017-09-11,1,Rs.600.00,Home Decor,Animal,Wood
LAP0916-06,2017-01-31,1,Rs.528.66,Home Decor,Animal,Wood
LAP0916-06,2017-05-03,1,Rs.528.66,Home Decor,Animal,Wood
LAP0916-06,2016-06-11,2,Rs.1057.32,Home Decor,Animal,Wood
LAP0916-06,2017-05-03,1,Rs.528.66,Home Decor,Animal,Wood
LAP0916-06,2016-06-12,2,Rs.1200.00,Home Decor,Animal,Wood
LAP0916-06,2017-01-21,2,Rs.1200.00,Home Decor,Animal,Wood
LAP0916-06,2016-12-20,1,Rs.528.66,Home Decor,Animal,Wood
LAP0916-07,2017-09-04,1,Rs.2334.92,Home Decor,Box,Wood
LAP0916-07,2016-11-28,1,Rs.2050.00,Home Decor,Box,Wood
LAP0916-07,2017-01-28,1,Rs.2050.00,Home Decor,Box,Wood
LAP0916-08,2016-10-24,2,Rs.1585.98,Home Decor,Bracket,Wood
LAP0916-08,2016-07-11,2,Rs.1585.98,Home Decor,Bracket,Wood
LAP0916-09,2017-08-10,1,Rs.900.00,Home Decor,Tray,Wood
LAP0916-09,2016-11-17,1,Rs.1189.48,Home Decor,Tray,Wood
LAP0916-09,2017-08-01,1,Rs.900.00,Home Decor,Tray,Wood
LAP0916-09,2016-11-17,1,Rs.1013.26,Home Decor,Tray,Wood
LAP0916-09,2016-11-18,1,Rs.1189.48,Home Decor,Tray,Wood
LAP0916-09,2016-11-18,1,Rs.1013.26,Home Decor,Tray,Wood
LAP0916-10,2016-11-26,1,Rs.616.77,Home Decor,Tray,Wood
LAP0916-10,2017-08-01,1,Rs.600.00,Home Decor,Tray,Wood
LAP0916-10,2017-01-28,1,Rs.900.00,Home Decor,Tray,Wood
LAP0916-11,2016-11-13,1,Rs.1585.98,Stand,Magazine Stand,Wood
LAP0916-11,2016-12-18,1,Rs.1585.98,Stand,Magazine Stand,Wood
LAP0916-12,2017-12-01,1,Rs.1250.00,Stand,Magazine Stand,Wood
LAP0916-12,2016-05-11,1,Rs.1101.37,Stand,Magazine Stand,Wood
LAP0916-13,2016-11-20,1,Rs.1187.50,Home Decor,Box,Wood
LAP0916-13,2016-12-24,1,Rs.1102.00,Home Decor,Box,Wood
LAP0916-14,2017-12-25,1,Rs.400.00,Home Decor,Tray,Wood
LAP0916-14,2016-02-11,1,Rs.352.44,Home Decor,Tray,Wood
LAP0916-14,2016-07-11,2,Rs.704.88,Home Decor,Tray,Wood
LAP0916-15,2016-10-27,1,Rs.925.15,Home Decor,Box,Wood
LAP0916-15,2016-10-27,1,Rs.1013.26,Home Decor,Box,Wood
LAP0916-16,2016-11-11,1,Rs.792.99,Home Decor,Box,Wood
LAP0916-16,2017-02-20,1,Rs.1048.51,Home Decor,Box,Wood
LAP0916-16,2017-08-01,1,Rs.1150.00,Home Decor,Box,Wood
LAP0916-16,2016-12-23,1,Rs.1013.00,Home Decor,Box,Wood
LAP0916-17,2017-02-25,1,Rs.450.00,Home Decor,Animal,Wood
LAP0916-17,2016-05-11,1,Rs.396.49,Home Decor,Animal,Wood
LAP0916-17,2016-10-12,1,Rs.396.49,Home Decor,Animal,Wood
LAP0916-17,2016-10-23,2,Rs.792.98,Home Decor,Animal,Wood
LAP0916-17,2016-10-22,1,Rs.396.49,Home Decor,Animal,Wood
LAP0916-17,2016-11-17,1,Rs.397.30,Home Decor,Animal,Wood
LAP0916-17,2017-08-01,1,Rs.450.00,Home Decor,Animal,Wood
LAP0916-17,2016-12-28,1,Rs.396.49,Home Decor,Animal,Wood
LAP0916-17,2017-01-01,1,Rs.396.49,Home Decor,Animal,Wood
LAP0916-17,2016-10-23,2,Rs.792.98,Home Decor,Animal,Wood
LAP0916-17,2017-02-20,1,Rs.449.36,Home Decor,Animal,Wood
LAP0916-17,2017-04-07,1,Rs.472.50,Home Decor,Animal,Wood
LAP0916-17,2017-08-09,1,Rs.450.00,Home Decor,Animal,Wood
LAP0916-17,2017-01-02,1,Rs.396.50,Home Decor,Animal,Wood
LAP0916-18,2016-06-11,1,Rs.1101.37,Home Decor,Objects,Wood
LAP0916-19,2017-10-02,1,Rs.900.00,Home Decor,Objects,Wood
LAP0916-20,2017-03-31,1,Rs.699.59,Frame,,Wood
LAP0916-20,2016-12-26,1,Rs.792.00,Frame,,Wood
LAP0916-21,2016-10-24,1,Rs.1894.36,Frame,,Wood
LAP0916-21,2016-10-22,1,Rs.1894.36,Frame,,Wood
LAP0916-22,2017-12-22,1,Rs.1150.00,Frame,,Wood
LAP0916-22,2016-10-11,1,Rs.1013.26,Frame,,Wood
LAP0916-23,2016-07-12,1,Rs.396.49,Frame,,Wood
LAP0916-23,2016-01-11,1,Rs.396.49,Frame,,Wood
LAP0916-23,2016-11-20,1,Rs.450.00,Frame,,Wood
LAP0916-23,2016-10-23,2,Rs.792.98,Frame,,Wood
LAP0916-23,2016-01-11,3,Rs.1189.47,Frame,,Wood
LAP0916-23,2017-04-02,1,Rs.450.00,Frame,,Wood
LAP0916-23,2016-10-22,1,Rs.396.49,Frame,,Wood
LAP0916-24,2017-01-19,2,Rs.792.98,Frame,,Wood
LAP0916-24,2017-01-19,2,Rs.792.98,Frame,,Wood
LAP0916-24,2016-12-28,3,Rs.1189.47,Frame,,Wood
LAP0916-24,2016-11-28,2,Rs.792.98,Frame,,Wood
LAP0916-25,2016-11-28,2,Rs.1330.00,Home Decor,Box,Wood
LAP0916-25,2016-11-11,2,Rs.1233.54,Home Decor,Box,Wood
LAP0916-25,2017-08-01,1,Rs.700.00,Home Decor,Box,Wood
LAP0916-25,2017-08-19,1,Rs.700.00,Home Decor,Box,Wood
LAP0916-25,2017-08-10,1,Rs.700.00,Home Decor,Box,Wood
LAP0916-25,2016-11-20,2,Rs.1330.00,Home Decor,Box,Wood
LAP0916-25,2016-06-11,2,Rs.1233.54,Home Decor,Box,Wood
LAP0916-26,2016-10-23,1,Rs.748.93,Home Decor,Box,Wood
LAP0916-26,2017-09-23,1,Rs.850.00,Home Decor,Box,Wood
LAP0916-26,2017-02-23,1,Rs.748.94,Home Decor,Box,Wood
LAP0916-27,2016-10-21,1,Rs.220.27,Home Decor,Animal,Wood
LAP0916-27,2016-12-18,1,Rs.220.30,Home Decor,Animal,Wood
LAP0916-27,2016-12-18,2,Rs.440.54,Home Decor,Animal,Wood
LAP0916-27,2016-10-21,1,Rs.220.27,Home Decor,Animal,Wood
LAP0916-27,2016-07-11,2,Rs.440.54,Home Decor,Animal,Wood
LAP0916-27,2016-11-11,4,Rs.881.08,Home Decor,Animal,Wood
LAP0916-27,2016-12-16,3,Rs.660.81,Home Decor,Animal,Wood
LAP0916-27,2016-10-28,2,Rs.500.00,Home Decor,Animal,Wood
LAP0916-27,2017-03-01,1,Rs.250.00,Home Decor,Animal,Wood
LAP0916-28,2016-11-11,1,Rs.308.38,Home Decor,Animal,Wood
LAP0916-28,2017-11-01,1,Rs.350.00,Home Decor,Animal,Wood
LAP0916-28,2016-10-22,1,Rs.308.38,Home Decor,Animal,Wood
LAP0916-28,2016-12-20,1,Rs.308.38,Home Decor,Animal,Wood
LAP0916-28,2016-11-28,2,Rs.616.76,Home Decor,Animal,Wood
LAP0916-28,2016-10-22,1,Rs.308.38,Home Decor,Animal,Wood
LAP0916-28,2016-11-18,1,Rs.308.38,Home Decor,Animal,Wood
LAP0916-28,2016-11-20,4,Rs.1400.00,Home Decor,Animal,Wood
LAP0916-28,2016-11-28,2,Rs.616.76,Home Decor,Animal,Wood
LAP0916-29,2017-12-21,1,Rs.450.00,Home Decor,Cow Bell,Metal
LAP0916-30,2017-12-20,1,Rs.315.00,Home Decor,Cow Bell,Metal
LAP0916-33,2016-11-20,1,Rs.1189.48,Frame,,Wood
LAP0916-33,2017-05-02,1,Rs.1350.00,Frame,,Wood
LAP0916-33,2016-11-20,1,Rs.1282.50,Frame,,Wood
LAP0916-33,2016-11-17,1,Rs.1189.48,Frame,,Wood
LAP0916-33,2016-11-19,1,Rs.1190.00,Frame,,Wood
LAP0916-34,2017-02-23,1,Rs.3515.00,Home Decor,Stool,Wood
LAP0916-34,2017-10-23,1,Rs.3800.00,Home Decor,Stool,Wood
LAP0916-34,2016-10-23,1,Rs.3260.07,Home Decor,Stool,Wood
LAP0916-36,2016-11-27,1,Rs.2643.30,Home Decor,Stool,Wood
LAP0916-37,2017-01-28,1,Rs.3000.00,Home Decor,Stool,Wood
LAP0916-37,2016-11-19,1,Rs.2643.30,Home Decor,Stool,Wood
LAP0916-38,2017-08-01,1,Rs.3600.00,Home Decor,Stool,Wood
LAP0916-38,2017-01-16,1,Rs.3600.00,Home Decor,Stool,Wood
LAP0916-38,2016-11-28,1,Rs.3600.00,Home Decor,Stool,Wood
LAP0916-38,2017-01-31,1,Rs.3171.96,Home Decor,Stool,Wood
LAP0916-39,2017-11-21,1,Rs.997.50,Home Decor,Box,Wood
LAP0916-39,2017-01-13,1,Rs.1050.00,Home Decor,Box,Wood
LAP0916-39,2016-10-25,1,Rs.925.15,Home Decor,Box,Wood
LAP0916-39,2017-08-10,1,Rs.1250.00,Home Decor,Box,Wood
LAP0916-39,2016-11-17,1,Rs.925.15,Home Decor,Box,Wood
LAP0916-40,2017-12-04,1,Rs.2555.19,Bajot,Regular,Wood
LAP0916-40,2017-07-10,1,Rs.2400.00,Bajot,Regular,Wood
LAP0916-40,2017-01-24,1,Rs.1350.00,Bajot,Regular,Wood
LAP0916-40,2016-11-20,1,Rs.1189.48,Bajot,Regular,Wood
LAP0916-40,2017-12-04,1,Rs.2427.43,Bajot,Regular,Wood
LAP0916-41,2016-12-11,1,Rs.1497.87,Bajot,Regular,Wood
LAP0916-42,2017-04-19,1,Rs.396.50,Home Decor,Animal,Wood
LAP0916-42,2017-04-03,1,Rs.450.00,Home Decor,Animal,Wood
LAP0916-42,2017-10-29,1,Rs.450.00,Home Decor,Animal,Wood
LAP0916-42,2017-03-09,1,Rs.427.50,Home Decor,Animal,Wood
LAP0916-42,2017-03-06,2,Rs.793.00,Home Decor,Animal,Wood
LAP0916-42,2017-10-02,2,Rs.900.00,Home Decor,Animal,Wood
LAP0916-42,2017-12-02,2,Rs.900.00,Home Decor,Animal,Wood
LAP0916-42,2017-11-23,2,Rs.900.00,Home Decor,Animal,Wood
LAP0916-42,2016-10-25,2,Rs.792.98,Home Decor,Animal,Wood
LAP0916-42,2016-12-28,1,Rs.396.49,Home Decor,Animal,Wood
LAP0916-42,2016-12-16,1,Rs.396.49,Home Decor,Animal,Wood
LAP0916-42,2017-10-02,2,Rs.900.00,Home Decor,Animal,Wood
LAP0916-42,2017-06-17,1,Rs.396.49,Home Decor,Animal,Wood
LAP0916-42,2017-03-19,1,Rs.427.50,Home Decor,Animal,Wood
LAP0916-42,2017-03-30,1,Rs.450.00,Home Decor,Animal,Wood
